"nr_num_consultations_phys","d_completed","cd_regio"
"12","2020-04-30","VLA"
"8","2020-04-30","VLA"
"7","2020-04-30","VLA"
"10","2020-04-30","VLA"
"15","2020-04-30","VLA"
"2","2020-04-30","VLA"
"13","2020-04-30","VLA"
"61","2020-04-30","VLA"
"17","2020-04-30","VLA"
"3","2020-04-30","VLA"
"18","2020-04-30","VLA"
"13","2020-04-30","VLA"
"16","2020-05-01","VLA"
"64","2020-05-01","VLA"
"2","2020-05-01","VLA"
"17","2020-05-01","VLA"
"0","2020-05-01","VLA"
"13","2020-05-01","VLA"
"4","2020-05-01","VLA"
"6","2020-05-02","VLA"
"12","2020-05-02","VLA"
"12","2020-05-02","VLA"
"4","2020-05-02","VLA"
"16","2020-05-02","VLA"
"15","2020-05-02","VLA"
"12","2020-05-02","VLA"
"2","2020-05-02","VLA"
"0","2020-05-02","VLA"
"75","2020-05-02","VLA"
"15","2020-05-02","VLA"
"3","2020-05-02","VLA"
"0","2020-05-03","VLA"
"9","2020-05-03","VLA"
"14","2020-05-03","VLA"
"11","2020-05-03","VLA"
"3","2020-05-03","VLA"
"52","2020-05-04","VLA"
"24","2020-05-04","VLA"
"33","2020-05-04","VLA"
"35","2020-05-04","VLA"
"7","2020-05-04","VLA"
"8","2020-05-04","VLA"
"7","2020-05-04","VLA"
"104","2020-05-04","VLA"
"25","2020-05-04","VLA"
"60","2020-05-04","VLA"
"29","2020-05-04","VLA"
"50","2020-05-04","VLA"
"19","2020-05-04","VLA"
"16","2020-05-04","VLA"
"13","2020-05-04","VLA"
"6","2020-05-04","VLA"
"22","2020-05-04","VLA"
"10","2020-05-04","VLA"
"21","2020-05-04","VLA"
"106","2020-05-04","VLA"
"30","2020-05-04","VLA"
"18","2020-05-04","VLA"
"0","2020-05-04","VLA"
"25","2020-05-04","VLA"
"11","2020-05-04","VLA"
"27","2020-05-04","VLA"
"24","2020-05-05","VLA"
"22","2020-05-05","VLA"
"27","2020-05-05","VLA"
"15","2020-05-05","VLA"
"19","2020-05-05","VLA"
"44","2020-05-05","VLA"
"26","2020-05-05","VLA"
"20","2020-05-05","VLA"
"37","2020-05-05","VLA"
"17","2020-05-05","VLA"
"8","2020-05-05","VLA"
"11","2020-05-05","VLA"
"96","2020-05-05","VLA"
"19","2020-05-05","VLA"
"11","2020-05-05","VLA"
"29","2020-05-05","VLA"
"50","2020-05-05","VLA"
"19","2020-05-05","VLA"
"15","2020-05-05","VLA"
"57","2020-05-05","VLA"
"68","2020-05-05","VLA"
"11","2020-05-05","VLA"
"13","2020-05-05","VLA"
"14","2020-05-05","VLA"
"29","2020-05-06","VLA"
"21","2020-05-06","VLA"
"18","2020-05-06","VLA"
"5","2020-05-06","VLA"
"72","2020-05-06","VLA"
"10","2020-05-06","VLA"
"16","2020-05-06","VLA"
"11","2020-05-06","VLA"
"22","2020-05-06","VLA"
"61","2020-05-06","VLA"
"30","2020-05-06","VLA"
"9","2020-05-06","VLA"
"16","2020-05-06","VLA"
"19","2020-05-06","VLA"
"23","2020-05-06","VLA"
"3","2020-05-06","VLA"
"54","2020-05-06","VLA"
"55","2020-05-06","VLA"
"30","2020-05-06","VLA"
"15","2020-05-06","VLA"
"13","2020-05-06","VLA"
"10","2020-05-06","VLA"
"56","2020-05-06","VLA"
"12","2020-05-06","VLA"
"54","2020-05-07","VLA"
"13","2020-05-07","VLA"
"9","2020-05-07","VLA"
"14","2020-05-07","VLA"
"48","2020-05-07","VLA"
"11","2020-05-07","VLA"
"22","2020-05-07","VLA"
"14","2020-05-07","VLA"
"52","2020-05-07","VLA"
"20","2020-05-07","VLA"
"23","2020-05-07","VLA"
"12","2020-05-07","VLA"
"9","2020-05-07","VLA"
"14","2020-05-07","VLA"
"20","2020-05-07","VLA"
"23","2020-05-07","VLA"
"25","2020-05-07","VLA"
"20","2020-05-07","VLA"
"5","2020-05-07","VLA"
"22","2020-05-07","VLA"
"19","2020-05-07","VLA"
"46","2020-05-07","VLA"
"15","2020-05-08","VLA"
"24","2020-05-08","VLA"
"46","2020-05-08","VLA"
"52","2020-05-08","VLA"
"20","2020-05-08","VLA"
"11","2020-05-08","VLA"
"10","2020-05-08","VLA"
"25","2020-05-08","VLA"
"7","2020-05-08","VLA"
"34","2020-05-08","VLA"
"3","2020-05-08","VLA"
"32","2020-05-08","VLA"
"51","2020-05-08","VLA"
"12","2020-05-08","VLA"
"29","2020-05-08","VLA"
"25","2020-05-09","VLA"
"13","2020-05-09","VLA"
"3","2020-05-09","VLA"
"57","2020-05-09","VLA"
"16","2020-05-09","VLA"
"11","2020-05-09","VLA"
"17","2020-05-10","VLA"
"6","2020-05-10","VLA"
"15","2020-05-10","VLA"
"10","2020-05-10","VLA"
"2","2020-05-10","VLA"
"5","2020-05-10","VLA"
"1","2020-05-10","VLA"
"8","2020-05-10","VLA"
"19","2020-05-10","VLA"
"61","2020-05-10","VLA"
"7","2020-05-10","VLA"
"6","2020-05-10","VLA"
"18","2020-05-10","VLA"
"18","2020-05-11","VLA"
"24","2020-05-11","VLA"
"89","2020-05-11","VLA"
"64","2020-05-11","VLA"
"6","2020-05-11","VLA"
"15","2020-05-11","VLA"
"46","2020-05-11","VLA"
"24","2020-05-11","VLA"
"78","2020-05-11","VLA"
"17","2020-05-11","VLA"
"28","2020-05-11","VLA"
"9","2020-05-11","VLA"
"21","2020-05-11","VLA"
"11","2020-05-11","VLA"
"80","2020-05-11","VLA"
"16","2020-05-11","VLA"
"27","2020-05-11","VLA"
"60","2020-05-11","VLA"
"20","2020-05-11","VLA"
"1","2020-05-11","VLA"
"24","2020-05-11","VLA"
"66","2020-05-11","VLA"
"2","2020-05-11","VLA"
"28","2020-05-11","VLA"
"27","2020-05-11","VLA"
"3","2020-05-11","VLA"
"87","2020-05-11","VLA"
"32","2020-05-11","VLA"
"7","2020-05-12","VLA"
"12","2020-05-12","VLA"
"18","2020-05-12","VLA"
"19","2020-05-12","VLA"
"17","2020-05-12","VLA"
"14","2020-05-12","VLA"
"81","2020-05-12","VLA"
"30","2020-05-12","VLA"
"35","2020-05-12","VLA"
"43","2020-05-12","VLA"
"73","2020-05-12","VLA"
"23","2020-05-12","VLA"
"47","2020-05-12","VLA"
"48","2020-05-12","VLA"
"19","2020-05-12","VLA"
"19","2020-05-12","VLA"
"71","2020-05-12","VLA"
"65","2020-05-12","VLA"
"59","2020-05-12","VLA"
"68","2020-05-12","VLA"
"60","2020-05-12","VLA"
"52","2020-05-12","VLA"
"22","2020-05-13","VLA"
"18","2020-05-13","VLA"
"42","2020-05-13","VLA"
"49","2020-05-13","VLA"
"14","2020-05-13","VLA"
"15","2020-05-13","VLA"
"6","2020-05-13","VLA"
"53","2020-05-13","VLA"
"16","2020-05-13","VLA"
"49","2020-05-13","VLA"
"17","2020-05-13","VLA"
"12","2020-05-13","VLA"
"11","2020-05-13","VLA"
"18","2020-05-13","VLA"
"49","2020-05-13","VLA"
"11","2020-05-13","VLA"
"18","2020-05-13","VLA"
"9","2020-05-13","VLA"
"50","2020-05-13","VLA"
"62","2020-05-13","VLA"
"12","2020-05-13","VLA"
"18","2020-05-14","VLA"
"19","2020-05-14","VLA"
"12","2020-05-14","VLA"
"11","2020-05-14","VLA"
"4","2020-05-14","VLA"
"46","2020-05-14","VLA"
"53","2020-05-14","VLA"
"3","2020-05-14","VLA"
"5","2020-05-14","VLA"
"27","2020-05-14","VLA"
"15","2020-05-14","VLA"
"24","2020-05-14","VLA"
"18","2020-05-14","VLA"
"58","2020-05-14","VLA"
"46","2020-05-14","VLA"
"42","2020-05-14","VLA"
"18","2020-05-14","VLA"
"20","2020-05-14","VLA"
"52","2020-05-14","VLA"
"48","2020-05-14","VLA"
"6","2020-05-15","VLA"
"48","2020-05-15","VLA"
"42","2020-05-15","VLA"
"38","2020-05-15","VLA"
"36","2020-05-15","VLA"
"22","2020-05-15","VLA"
"21","2020-05-15","VLA"
"17","2020-05-15","VLA"
"39","2020-05-15","VLA"
"16","2020-05-15","VLA"
"12","2020-05-15","VLA"
"11","2020-05-15","VLA"
"16","2020-05-15","VLA"
"33","2020-05-15","VLA"
"18","2020-05-15","VLA"
"49","2020-05-15","VLA"
"8","2020-05-15","VLA"
"14","2020-05-15","VLA"
"12","2020-05-15","VLA"
"14","2020-05-16","VLA"
"0","2020-05-16","VLA"
"0","2020-05-16","VLA"
"11","2020-05-16","VLA"
"8","2020-05-17","VLA"
"14","2020-05-17","VLA"
"7","2020-05-17","VLA"
"20","2020-05-17","VLA"
"19","2020-05-17","VLA"
"7","2020-05-17","VLA"
"14","2020-05-17","VLA"
"6","2020-05-17","VLA"
"5","2020-05-18","VLA"
"10","2020-05-18","VLA"
"26","2020-05-18","VLA"
"16","2020-05-18","VLA"
"4","2020-05-18","VLA"
"12","2020-05-18","VLA"
"19","2020-05-18","VLA"
"64","2020-05-18","VLA"
"15","2020-05-18","VLA"
"23","2020-05-18","VLA"
"9","2020-05-18","VLA"
"51","2020-05-18","VLA"
"12","2020-05-18","VLA"
"5","2020-05-18","VLA"
"48","2020-05-18","VLA"
"23","2020-05-18","VLA"
"23","2020-05-18","VLA"
"11","2020-05-18","VLA"
"19","2020-05-18","VLA"
"11","2020-05-18","VLA"
"0","2020-05-18","VLA"
"29","2020-05-19","VLA"
"3","2020-05-19","VLA"
"16","2020-05-19","VLA"
"15","2020-05-19","VLA"
"10","2020-05-19","VLA"
"7","2020-05-19","VLA"
"46","2020-05-19","VLA"
"5","2020-05-19","VLA"
"15","2020-05-19","VLA"
"15","2020-05-19","VLA"
"46","2020-05-19","VLA"
"14","2020-05-19","VLA"
"44","2020-05-19","VLA"
"7","2020-05-19","VLA"
"51","2020-05-19","VLA"
"21","2020-05-19","VLA"
"8","2020-05-20","VLA"
"4","2020-05-20","VLA"
"21","2020-05-20","VLA"
"21","2020-05-20","VLA"
"22","2020-05-20","VLA"
"8","2020-05-20","VLA"
"7","2020-05-20","VLA"
"40","2020-05-20","VLA"
"5","2020-05-20","VLA"
"29","2020-05-20","VLA"
"16","2020-05-20","VLA"
"2","2020-05-20","VLA"
"23","2020-05-20","VLA"
"13","2020-05-20","VLA"
"18","2020-05-20","VLA"
"21","2020-05-20","VLA"
"9","2020-05-20","VLA"
"8","2020-05-20","VLA"
"14","2020-05-20","VLA"
"111","2020-05-20","VLA"
"82","2020-05-20","VLA"
"38","2020-05-20","VLA"
"6","2020-05-21","VLA"
"75","2020-05-21","VLA"
"26","2020-05-21","VLA"
"26","2020-05-21","VLA"
"7","2020-05-22","VLA"
"18","2020-05-22","VLA"
"11","2020-05-22","VLA"
"8","2020-05-22","VLA"
"11","2020-05-22","VLA"
"4","2020-05-22","VLA"
"91","2020-05-22","VLA"
"35","2020-05-22","VLA"
"17","2020-05-22","VLA"
"13","2020-05-23","VLA"
"0","2020-05-23","VLA"
"13","2020-05-23","VLA"
"11","2020-05-23","VLA"
"20","2020-05-23","VLA"
"14","2020-05-24","VLA"
"2","2020-05-24","VLA"
"7","2020-05-24","VLA"
"10","2020-05-24","VLA"
"9","2020-05-24","VLA"
"21","2020-05-25","VLA"
"15","2020-05-25","VLA"
"80","2020-05-25","VLA"
"13","2020-05-25","VLA"
"14","2020-05-25","VLA"
"29","2020-05-25","VLA"
"16","2020-05-25","VLA"
"73","2020-05-25","VLA"
"19","2020-05-25","VLA"
"1","2020-05-25","VLA"
"53","2020-05-25","VLA"
"4","2020-05-25","VLA"
"9","2020-05-25","VLA"
"14","2020-05-25","VLA"
"35","2020-05-25","VLA"
"9","2020-05-25","VLA"
"47","2020-05-25","VLA"
"28","2020-05-25","VLA"
"18","2020-05-25","VLA"
"17","2020-05-25","VLA"
"26","2020-05-26","VLA"
"18","2020-05-26","VLA"
"10","2020-05-26","VLA"
"17","2020-05-26","VLA"
"11","2020-05-26","VLA"
"63","2020-05-26","VLA"
"8","2020-05-26","VLA"
"6","2020-05-26","VLA"
"17","2020-05-26","VLA"
"45","2020-05-26","VLA"
"38","2020-05-26","VLA"
"39","2020-05-26","VLA"
"4","2020-05-26","VLA"
"6","2020-05-26","VLA"
"35","2020-05-26","VLA"
"8","2020-05-26","VLA"
"56","2020-05-26","VLA"
"6","2020-05-27","VLA"
"31","2020-05-27","VLA"
"9","2020-05-27","VLA"
"21","2020-05-27","VLA"
"28","2020-05-27","VLA"
"8","2020-05-27","VLA"
"35","2020-05-27","VLA"
"3","2020-05-27","VLA"
"23","2020-05-27","VLA"
"24","2020-05-27","VLA"
"11","2020-05-27","VLA"
"46","2020-05-27","VLA"
"24","2020-05-27","VLA"
"7","2020-05-28","VLA"
"33","2020-05-28","VLA"
"8","2020-05-28","VLA"
"29","2020-05-28","VLA"
"11","2020-05-28","VLA"
"4","2020-05-28","VLA"
"18","2020-05-28","VLA"
"50","2020-05-28","VLA"
"8","2020-05-28","VLA"
"5","2020-05-28","VLA"
"16","2020-05-28","VLA"
"21","2020-05-28","VLA"
"10","2020-05-28","VLA"
"8","2020-05-28","VLA"
"36","2020-05-29","VLA"
"23","2020-05-29","VLA"
"12","2020-05-29","VLA"
"25","2020-05-29","VLA"
"22","2020-05-29","VLA"
"21","2020-05-29","VLA"
"5","2020-05-29","VLA"
"8","2020-05-29","VLA"
"34","2020-05-29","VLA"
"7","2020-05-29","VLA"
"3","2020-05-29","VLA"
"19","2020-05-29","VLA"
"26","2020-05-29","VLA"
"9","2020-05-29","VLA"
"34","2020-05-29","VLA"
"12","2020-05-30","VLA"
"11","2020-05-30","VLA"
"34","2020-05-30","VLA"
"5","2020-05-30","VLA"
"15","2020-05-31","VLA"
"30","2020-06-01","VLA"
"10","2020-06-01","VLA"
"36","2020-06-01","VLA"
"11","2020-06-01","VLA"
"2","2020-06-02","VLA"
"0","2020-06-02","VLA"
"12","2020-06-02","VLA"
"10","2020-06-02","VLA"
"9","2020-06-02","VLA"
"13","2020-06-02","VLA"
"49","2020-06-02","VLA"
"5","2020-06-02","VLA"
"11","2020-06-02","VLA"
"25","2020-06-02","VLA"
"17","2020-06-02","VLA"
"10","2020-06-02","VLA"
"6","2020-06-02","VLA"
"10","2020-06-03","VLA"
"29","2020-06-03","VLA"
"9","2020-06-03","VLA"
"119","2020-06-03","VLA"
"36","2020-06-03","VLA"
"39","2020-06-03","VLA"
"37","2020-06-03","VLA"
"27","2020-06-03","VLA"
"0","2020-06-03","VLA"
"7","2020-06-03","VLA"
"119","2020-06-03","VLA"
"4","2020-06-04","VLA"
"7","2020-06-04","VLA"
"31","2020-06-04","VLA"
"7","2020-06-04","VLA"
"25","2020-06-04","VLA"
"16","2020-06-06","VLA"
"13","2020-06-07","VLA"
"13","2020-06-08","VLA"
"0","2020-06-08","VLA"
"13","2020-06-08","VLA"
"3","2020-06-08","VLA"
"14","2020-06-08","VLA"
"36","2020-06-08","VLA"
"50","2020-06-08","VLA"
"17","2020-06-08","VLA"
"50","2020-06-08","VLA"
"48","2020-06-08","VLA"
"25","2020-06-08","VLA"
"9","2020-06-08","VLA"
"28","2020-06-08","VLA"
"44","2020-06-08","VLA"
"44","2020-06-09","VLA"
"124","2020-06-09","VLA"
"11","2020-06-09","VLA"
"37","2020-06-09","VLA"
"39","2020-06-09","VLA"
"15","2020-06-09","VLA"
"29","2020-06-09","VLA"
"38","2020-06-10","VLA"
"29","2020-06-11","VLA"
"16","2020-06-13","VLA"
"9","2020-06-14","VLA"
"18","2020-06-15","VLA"
"57","2020-06-15","VLA"
"72","2020-06-15","VLA"
"30","2020-06-15","VLA"
"72","2020-06-15","VLA"
"49","2020-06-15","VLA"
"54","2020-06-15","VLA"
"17","2020-06-15","VLA"
"42","2020-06-15","VLA"
"22","2020-06-15","VLA"
"7","2020-06-15","VLA"
"48","2020-06-15","VLA"
"28","2020-06-16","VLA"
"51","2020-06-16","VLA"
"49","2020-06-16","VLA"
"52","2020-06-16","VLA"
"39","2020-06-16","VLA"
"8","2020-06-18","VLA"
"37","2020-06-18","VLA"
"49","2020-06-22","VLA"
"95","2020-06-22","VLA"
"74","2020-06-22","VLA"
"0","2020-06-22","VLA"
"104","2020-06-22","VLA"
"37","2020-06-22","VLA"
"92","2020-06-22","VLA"
"36","2020-06-22","VLA"
"63","2020-06-22","VLA"
"42","2020-06-22","VLA"
"19","2020-06-22","VLA"
"56","2020-06-23","VLA"
"34","2020-06-23","VLA"
"75","2020-06-23","VLA"
"8","2020-06-23","VLA"
"79","2020-06-23","VLA"
"57","2020-06-24","VLA"
"625","2020-06-24","VLA"
"99","2020-06-24","VLA"
"169","2020-06-29","VLA"
"54","2020-06-29","VLA"
"115","2020-06-29","VLA"
"4","2020-06-29","VLA"
"48","2020-06-29","VLA"
"70","2020-06-29","VLA"
"69","2020-06-29","VLA"
"15","2020-06-29","VLA"
"52","2020-06-29","VLA"
"16","2020-06-29","VLA"
"9","2020-06-29","VLA"
"28","2020-06-29","VLA"
"41","2020-06-29","VLA"
"9","2020-07-01","VLA"
"7","2020-07-01","VLA"
"2","2020-07-06","VLA"
"43","2020-07-06","VLA"
"15","2020-07-06","VLA"
"253","2020-07-06","VLA"
"43","2020-07-06","VLA"
"38","2020-07-06","VLA"
"6","2020-07-06","VLA"
"54","2020-07-06","VLA"
"41","2020-07-07","VLA"
"40","2020-07-07","VLA"
"66","2020-07-07","VLA"
"59","2020-07-07","VLA"
"10","2020-07-09","VLA"
"12","2020-07-09","VLA"
"10","2020-07-12","VLA"
"43","2020-07-13","VLA"
"60","2020-07-13","VLA"
"46","2020-07-13","VLA"
"7","2020-07-13","VLA"
"74","2020-07-13","VLA"
"27","2020-07-13","VLA"
"91","2020-07-13","VLA"
"12","2020-07-13","VLA"
"32","2020-07-13","VLA"
"8","2020-07-13","VLA"
"21","2020-07-14","VLA"
"110","2020-07-20","VLA"
"55","2020-07-20","VLA"
"15","2020-07-20","VLA"
"21","2020-07-20","VLA"
"63","2020-07-20","VLA"
"85","2020-07-20","VLA"
"11","2020-07-20","VLA"
"24","2020-07-20","VLA"
"9","2020-07-20","VLA"
"91","2020-07-21","VLA"
"11","2020-07-21","VLA"
"156","2020-07-21","VLA"
"20","2020-07-22","VLA"
"8","2020-07-27","VLA"
"35","2020-07-27","VLA"
"102","2020-07-27","VLA"
"118","2020-07-27","VLA"
"89","2020-07-27","VLA"
"152","2020-07-28","VLA"
"43","2020-07-29","VLA"
"44","2020-08-03","VLA"
"83","2020-08-03","VLA"
"139","2020-08-03","VLA"
"28","2020-08-03","VLA"
"44","2020-08-03","VLA"
"182","2020-08-03","VLA"
"58","2020-08-03","VLA"
"94","2020-08-03","VLA"
"51","2020-08-04","VLA"
"8","2020-08-04","VLA"
"31","2020-08-04","VLA"
"93","2020-08-10","VLA"
"20","2020-08-10","VLA"
"87","2020-08-10","VLA"
"8","2020-08-10","VLA"
"111","2020-08-10","VLA"
"15","2020-08-10","VLA"
"115","2020-08-10","VLA"
"69","2020-08-11","VLA"
"109","2020-08-11","VLA"
"93","2020-08-11","VLA"
"26","2020-08-11","VLA"
"92","2020-08-11","VLA"
"74","2020-08-11","VLA"
"44","2020-08-11","VLA"
"79","2020-08-17","VLA"
"6","2020-08-17","VLA"
"103","2020-08-17","VLA"
"128","2020-08-17","VLA"
"83","2020-08-17","VLA"
"3","2020-08-17","VLA"
"58","2020-08-18","VLA"
"92","2020-08-18","VLA"
"71","2020-08-18","VLA"
"74","2020-08-18","VLA"
"210","2020-08-18","VLA"
"71","2020-08-20","VLA"
"32","2020-08-24","VLA"
"51","2020-08-24","VLA"
"70","2020-08-24","VLA"
"63","2020-08-24","VLA"
"68","2020-08-24","VLA"
"135","2020-08-24","VLA"
"34","2020-08-24","VLA"
"62","2020-08-25","VLA"
"17","2020-08-25","VLA"
"77","2020-08-25","VLA"
"43","2020-08-25","VLA"
"37","2020-08-25","VLA"
"150","2020-08-28","VLA"
"106","2020-08-31","VLA"
"55","2020-08-31","VLA"
"58","2020-08-31","VLA"
"129","2020-08-31","VLA"
"35","2020-08-31","VLA"
"90","2020-08-31","VLA"
"17","2020-08-31","VLA"
"73","2020-08-31","VLA"
"0","2020-08-31","VLA"
"75","2020-08-31","VLA"
"38","2020-09-02","VLA"
"35","2020-09-02","VLA"
"200","2020-09-04","VLA"
"26","2020-09-07","VLA"
"139","2020-09-07","VLA"
"42","2020-09-07","VLA"
"104","2020-09-07","VLA"
"22","2020-09-07","VLA"
"224","2020-09-14","VLA"
"57","2020-09-14","VLA"
"142","2020-09-14","VLA"
"226","2020-09-14","VLA"
"41","2020-09-14","VLA"
"72","2020-09-21","VLA"
"20","2020-09-21","VLA"
"74","2020-09-21","VLA"
"110","2020-09-21","VLA"
"226","2020-09-21","VLA"
"110","2020-09-21","VLA"
"225","2020-09-22","VLA"
"10","2020-09-28","VLA"
"80","2020-09-28","VLA"
"33","2020-09-28","VLA"
"188","2020-09-28","VLA"
"45","2020-09-28","VLA"
"6","2020-09-28","VLA"
"173","2020-09-28","VLA"
"90","2020-09-28","VLA"
"111","2020-09-28","VLA"
"91","2020-10-05","VLA"
"201","2020-10-05","VLA"
"100","2020-10-05","VLA"
"8","2020-10-05","VLA"
"118","2020-10-05","VLA"
"28","2020-10-05","VLA"
"95","2020-10-05","VLA"
"47","2020-10-06","VLA"
"57","2020-10-06","VLA"
"15","2020-10-08","VLA"
"132","2020-10-12","VLA"
"301","2020-10-12","VLA"
"285","2020-10-12","VLA"
"80","2020-10-12","VLA"
"160","2020-10-12","VLA"
"50","2020-10-12","VLA"
"123","2020-10-12","VLA"
"550","2020-10-18","VLA"
