"nr_num_residents_proven","d_completed","cd_regio"
"13","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"2","2020-04-03","VLA"
"16","2020-04-03","VLA"
"9","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"13","2020-04-03","VLA"
"0","2020-04-03","VLA"
"2","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"10","2020-04-03","VLA"
"2","2020-04-03","VLA"
"1","2020-04-03","VLA"
"28","2020-04-03","VLA"
"10","2020-04-03","VLA"
"2","2020-04-03","VLA"
"20","2020-04-03","VLA"
"0","2020-04-03","VLA"
"3","2020-04-03","VLA"
"9","2020-04-03","VLA"
"2","2020-04-03","VLA"
"0","2020-04-03","VLA"
"5","2020-04-03","VLA"
"1","2020-04-03","VLA"
"11","2020-04-03","VLA"
"45","2020-04-03","VLA"
"8","2020-04-03","VLA"
"0","2020-04-03","VLA"
"2","2020-04-03","VLA"
"5","2020-04-03","VLA"
"14","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"5","2020-04-03","VLA"
"5","2020-04-03","VLA"
"4","2020-04-03","VLA"
"14","2020-04-03","VLA"
"30","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"10","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"2","2020-04-03","VLA"
"17","2020-04-03","VLA"
"14","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"4","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"2","2020-04-03","VLA"
"0","2020-04-03","VLA"
"18","2020-04-03","BRU"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"35","2020-04-04","VLA"
"5","2020-04-04","VLA"
"10","2020-04-04","VLA"
"3","2020-04-04","VLA"
"0","2020-04-04","VLA"
"6","2020-04-04","VLA"
"0","2020-04-04","VLA"
"1","2020-04-04","VLA"
"19","2020-04-04","VLA"
"0","2020-04-04","VLA"
"5","2020-04-04","VLA"
"5","2020-04-04","VLA"
"0","2020-04-04","VLA"
"0","2020-04-04","VLA"
"30","2020-04-04","VLA"
"21","2020-04-04","VLA"
"0","2020-04-04","VLA"
"0","2020-04-04","VLA"
"0","2020-04-04","VLA"
"22","2020-04-05","VLA"
"1","2020-04-05","WAL"
"23","2020-04-05","VLA"
"10","2020-04-05","VLA"
"5","2020-04-05","VLA"
"0","2020-04-05","VLA"
"20","2020-04-05","VLA"
"3","2020-04-05","VLA"
"1","2020-04-05","VLA"
"6","2020-04-05","VLA"
"5","2020-04-05","VLA"
"6","2020-04-06","VLA"
"0","2020-04-06","VLA"
"3","2020-04-06","VLA"
"0","2020-04-06","VLA"
"2","2020-04-06","VLA"
"8","2020-04-06","VLA"
"16","2020-04-06","VLA"
"1","2020-04-06","VLA"
"19","2020-04-06","VLA"
"4","2020-04-06","VLA"
"11","2020-04-06","VLA"
"0","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"30","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"20","2020-04-06","VLA"
"10","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"35","2020-04-06","VLA"
"0","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"38","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"8","2020-04-06","VLA"
"0","2020-04-06","VLA"
"13","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"3","2020-04-06","VLA"
"0","2020-04-06","VLA"
"4","2020-04-06","VLA"
"7","2020-04-06","VLA"
"0","2020-04-06","VLA"
"5","2020-04-06","VLA"
"7","2020-04-06","VLA"
"0","2020-04-06","VLA"
"4","2020-04-06","VLA"
"23","2020-04-06","VLA"
"0","2020-04-06","VLA"
"2","2020-04-06","VLA"
"15","2020-04-06","VLA"
"5","2020-04-06","VLA"
"31","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"9","2020-04-06","VLA"
"5","2020-04-06","VLA"
"17","2020-04-06","VLA"
"25","2020-04-06","VLA"
"1","2020-04-06","VLA"
"43","2020-04-06","VLA"
"0","2020-04-06","VLA"
"2","2020-04-06","VLA"
"14","2020-04-06","VLA"
"49","2020-04-06","VLA"
"2","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"2","2020-04-06","VLA"
"4","2020-04-06","VLA"
"7","2020-04-06","VLA"
"2","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"4","2020-04-06","VLA"
"36","2020-04-06","VLA"
"0","2020-04-06","VLA"
"10","2020-04-06","VLA"
"1","2020-04-06","VLA"
"12","2020-04-06","VLA"
"8","2020-04-06","VLA"
"0","2020-04-06","VLA"
"2","2020-04-06","VLA"
"14","2020-04-06","VLA"
"1","2020-04-06","VLA"
"38","2020-04-06","VLA"
"2","2020-04-06","VLA"
"5","2020-04-06","VLA"
"0","2020-04-06","WAL"
"8","2020-04-06","VLA"
"18","2020-04-06","VLA"
"15","2020-04-06","VLA"
"1","2020-04-06","VLA"
"30","2020-04-06","VLA"
"2","2020-04-06","VLA"
"8","2020-04-06","VLA"
"0","2020-04-06","VLA"
"38","2020-04-06","VLA"
"1","2020-04-06","VLA"
"20","2020-04-06","VLA"
"7","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"25","2020-04-06","VLA"
"10","2020-04-06","VLA"
"15","2020-04-06","VLA"
"5","2020-04-06","VLA"
"40","2020-04-06","VLA"
"2","2020-04-06","VLA"
"0","2020-04-06","VLA"
"3","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","WAL"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"8","2020-04-06","VLA"
"15","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"15","2020-04-06","BRU"
"13","2020-04-06","VLA"
"6","2020-04-06","VLA"
"0","2020-04-06","VLA"
"11","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"6","2020-04-06","VLA"
"0","2020-04-06","VLA"
"27","2020-04-06","VLA"
"12","2020-04-06","VLA"
"2","2020-04-06","VLA"
"25","2020-04-06","VLA"
"3","2020-04-06","VLA"
"0","2020-04-06","VLA"
"5","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"8","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"8","2020-04-06","VLA"
"7","2020-04-06","VLA"
"0","2020-04-06","VLA"
"5","2020-04-06","VLA"
"11","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"9","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"9","2020-04-06","VLA"
"1","2020-04-06","VLA"
"45","2020-04-06","VLA"
"5","2020-04-06","VLA"
"0","2020-04-06","VLA"
"6","2020-04-06","VLA"
"3","2020-04-06","VLA"
"0","2020-04-06","VLA"
"2","2020-04-06","VLA"
"15","2020-04-06","VLA"
"3","2020-04-06","VLA"
"0","2020-04-06","VLA"
"19","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"8","2020-04-06","VLA"
"2","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"5","2020-04-06","WAL"
"5","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"12","2020-04-06","VLA"
"15","2020-04-06","VLA"
"1","2020-04-06","VLA"
"6","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"5","2020-04-06","VLA"
"13","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"7","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"2","2020-04-06","VLA"
"23","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"7","2020-04-06","VLA"
"0","2020-04-06","VLA"
"11","2020-04-06","VLA"
"17","2020-04-06","VLA"
"45","2020-04-06","VLA"
"5","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"3","2020-04-06","VLA"
"0","2020-04-06","VLA"
"14","2020-04-06","VLA"
"15","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"2","2020-04-06","VLA"
"25","2020-04-06","VLA"
"6","2020-04-06","VLA"
"19","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"10","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"0","2020-04-06","VLA"
"14","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"3","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"15","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"29","2020-04-07","VLA"
"18","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"32","2020-04-07","VLA"
"35","2020-04-07","VLA"
"0","2020-04-07","VLA"
"4","2020-04-07","VLA"
"22","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"2","2020-04-07","VLA"
"33","2020-04-07","VLA"
"12","2020-04-07","VLA"
"7","2020-04-07","VLA"
"0","2020-04-07","VLA"
"4","2020-04-07","VLA"
"50","2020-04-07","VLA"
"7","2020-04-07","BRU"
"50","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"7","2020-04-07","VLA"
"11","2020-04-07","VLA"
"13","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"20","2020-04-07","VLA"
"0","2020-04-07","VLA"
"14","2020-04-07","VLA"
"1","2020-04-07","VLA"
"12","2020-04-07","VLA"
"6","2020-04-07","VLA"
"0","2020-04-07","VLA"
"2","2020-04-07","VLA"
"13","2020-04-07","VLA"
"0","2020-04-07","VLA"
"20","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"3","2020-04-07","VLA"
"5","2020-04-07","VLA"
"4","2020-04-07","VLA"
"6","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"9","2020-04-07","VLA"
"40","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"4","2020-04-07","VLA"
"0","2020-04-07","VLA"
"7","2020-04-07","VLA"
"1","2020-04-07","VLA"
"11","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"20","2020-04-07","VLA"
"8","2020-04-07","VLA"
"2","2020-04-07","VLA"
"11","2020-04-07","VLA"
"4","2020-04-07","VLA"
"7","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"2","2020-04-07","VLA"
"0","2020-04-07","VLA"
"15","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"11","2020-04-07","VLA"
"2","2020-04-07","VLA"
"11","2020-04-07","VLA"
"0","2020-04-07","VLA"
"28","2020-04-07","VLA"
"10","2020-04-07","VLA"
"0","2020-04-07","VLA"
"4","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"20","2020-04-07","VLA"
"1","2020-04-07","VLA"
"7","2020-04-07","VLA"
"3","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"2","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"16","2020-04-07","VLA"
"0","2020-04-07","VLA"
"22","2020-04-07","VLA"
"36","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"10","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"6","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"9","2020-04-07","VLA"
"0","2020-04-07","VLA"
"6","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"2","2020-04-07","VLA"
"0","2020-04-07","VLA"
"2","2020-04-07","VLA"
"9","2020-04-07","VLA"
"6","2020-04-07","VLA"
"8","2020-04-07","VLA"
"0","2020-04-07","VLA"
"14","2020-04-07","VLA"
"41","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"3","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"2","2020-04-07","VLA"
"4","2020-04-07","VLA"
"20","2020-04-07","BRU"
"13","2020-04-07","VLA"
"0","2020-04-07","VLA"
"20","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"32","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"9","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"18","2020-04-07","VLA"
"0","2020-04-07","VLA"
"11","2020-04-07","VLA"
"5","2020-04-07","VLA"
"28","2020-04-07","VLA"
"10","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"7","2020-04-07","VLA"
"0","2020-04-07","VLA"
"8","2020-04-07","VLA"
"5","2020-04-07","VLA"
"4","2020-04-07","VLA"
"3","2020-04-07","VLA"
"6","2020-04-07","WAL"
"0","2020-04-07","VLA"
"3","2020-04-07","VLA"
"14","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"10","2020-04-07","VLA"
"0","2020-04-07","VLA"
"7","2020-04-07","VLA"
"39","2020-04-07","VLA"
"8","2020-04-07","VLA"
"16","2020-04-07","VLA"
"15","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"25","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"19","2020-04-07","VLA"
"0","2020-04-07","VLA"
"2","2020-04-07","VLA"
"29","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"5","2020-04-07","VLA"
"3","2020-04-07","VLA"
"7","2020-04-07","VLA"
"6","2020-04-07","VLA"
"5","2020-04-07","VLA"
"5","2020-04-07","VLA"
"0","2020-04-07","VLA"
"31","2020-04-07","VLA"
"2","2020-04-07","VLA"
"0","2020-04-07","VLA"
"2","2020-04-07","VLA"
"0","2020-04-07","VLA"
"11","2020-04-07","VLA"
"11","2020-04-07","VLA"
"1","2020-04-07","VLA"
"4","2020-04-07","VLA"
"0","2020-04-07","VLA"
"19","2020-04-07","VLA"
"1","2020-04-07","VLA"
"2","2020-04-07","VLA"
"1","2020-04-07","VLA"
"18","2020-04-07","VLA"
"25","2020-04-07","VLA"
"0","2020-04-07","VLA"
"22","2020-04-07","VLA"
"6","2020-04-07","VLA"
"11","2020-04-08","VLA"
"9","2020-04-08","VLA"
"4","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"15","2020-04-08","VLA"
"5","2020-04-08","VLA"
"9","2020-04-08","VLA"
"12","2020-04-08","VLA"
"12","2020-04-08","VLA"
"0","2020-04-08","VLA"
"7","2020-04-08","VLA"
"3","2020-04-08","VLA"
"4","2020-04-08","VLA"
"1","2020-04-08","VLA"
"10","2020-04-08","VLA"
"5","2020-04-08","VLA"
"2","2020-04-08","VLA"
"0","2020-04-08","VLA"
"20","2020-04-08","VLA"
"1","2020-04-08","VLA"
"6","2020-04-08","VLA"
"0","2020-04-08","VLA"
"4","2020-04-08","VLA"
"0","2020-04-08","VLA"
"6","2020-04-08","VLA"
"19","2020-04-08","VLA"
"1","2020-04-08","VLA"
"22","2020-04-08","VLA"
"26","2020-04-08","VLA"
"19","2020-04-08","VLA"
"5","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"6","2020-04-08","VLA"
"5","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"50","2020-04-08","VLA"
"7","2020-04-08","VLA"
"0","2020-04-08","VLA"
"42","2020-04-08","VLA"
"40","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"10","2020-04-08","VLA"
"2","2020-04-08","VLA"
"41","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"40","2020-04-08","VLA"
"2","2020-04-08","VLA"
"21","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"5","2020-04-08","VLA"
"18","2020-04-08","WAL"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"7","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"0","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"51","2020-04-08","VLA"
"1","2020-04-08","VLA"
"4","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"5","2020-04-08","VLA"
"9","2020-04-08","VLA"
"12","2020-04-08","VLA"
"3","2020-04-08","VLA"
"0","2020-04-08","VLA"
"22","2020-04-08","VLA"
"8","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"4","2020-04-08","VLA"
"0","2020-04-08","VLA"
"12","2020-04-08","VLA"
"2","2020-04-08","VLA"
"27","2020-04-08","BRU"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"7","2020-04-08","VLA"
"0","2020-04-08","VLA"
"14","2020-04-08","VLA"
"0","2020-04-08","VLA"
"25","2020-04-08","VLA"
"21","2020-04-08","VLA"
"1","2020-04-08","VLA"
"15","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"28","2020-04-08","VLA"
"3","2020-04-08","VLA"
"3","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"11","2020-04-08","VLA"
"10","2020-04-08","VLA"
"0","2020-04-08","VLA"
"22","2020-04-08","VLA"
"22","2020-04-08","VLA"
"6","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"26","2020-04-08","VLA"
"13","2020-04-08","VLA"
"24","2020-04-08","VLA"
"0","2020-04-08","VLA"
"12","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"6","2020-04-08","VLA"
"0","2020-04-08","VLA"
"40","2020-04-08","VLA"
"52","2020-04-08","VLA"
"6","2020-04-08","VLA"
"25","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"2","2020-04-08","VLA"
"0","2020-04-08","VLA"
"40","2020-04-08","VLA"
"0","2020-04-08","VLA"
"4","2020-04-08","VLA"
"1","2020-04-08","VLA"
"17","2020-04-08","VLA"
"7","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"0","2020-04-08","VLA"
"15","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"5","2020-04-08","VLA"
"5","2020-04-08","VLA"
"3","2020-04-08","VLA"
"0","2020-04-08","VLA"
"7","2020-04-08","VLA"
"1","2020-04-08","VLA"
"19","2020-04-08","VLA"
"2","2020-04-08","VLA"
"0","2020-04-08","VLA"
"3","2020-04-08","VLA"
"0","2020-04-08","VLA"
"31","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"18","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"22","2020-04-08","VLA"
"0","2020-04-08","VLA"
"11","2020-04-08","VLA"
"11","2020-04-08","VLA"
"1","2020-04-08","VLA"
"13","2020-04-08","VLA"
"8","2020-04-08","VLA"
"20","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"11","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"55","2020-04-08","VLA"
"8","2020-04-08","VLA"
"0","2020-04-08","VLA"
"42","2020-04-08","VLA"
"1","2020-04-08","VLA"
"3","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"3","2020-04-08","VLA"
"0","2020-04-08","VLA"
"7","2020-04-08","VLA"
"8","2020-04-08","VLA"
"16","2020-04-08","VLA"
"1","2020-04-08","VLA"
"14","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"13","2020-04-08","VLA"
"1","2020-04-08","VLA"
"2","2020-04-08","VLA"
"5","2020-04-08","VLA"
"21","2020-04-08","VLA"
"0","2020-04-08","VLA"
"7","2020-04-08","VLA"
"4","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"3","2020-04-09","WAL"
"1","2020-04-09","VLA"
"2","2020-04-09","VLA"
"13","2020-04-09","VLA"
"8","2020-04-09","VLA"
"4","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"5","2020-04-09","VLA"
"0","2020-04-09","VLA"
"2","2020-04-09","VLA"
"3","2020-04-09","VLA"
"18","2020-04-09","VLA"
"24","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"52","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"30","2020-04-09","VLA"
"0","2020-04-09","VLA"
"8","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"2","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"25","2020-04-09","VLA"
"17","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"2","2020-04-09","VLA"
"30","2020-04-09","BRU"
"0","2020-04-09","VLA"
"2","2020-04-09","VLA"
"20","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"6","2020-04-09","VLA"
"7","2020-04-09","VLA"
"4","2020-04-09","VLA"
"0","2020-04-09","VLA"
"13","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"2","2020-04-09","VLA"
"1","2020-04-09","VLA"
"6","2020-04-09","VLA"
"2","2020-04-09","VLA"
"13","2020-04-09","VLA"
"32","2020-04-09","VLA"
"5","2020-04-09","VLA"
"0","2020-04-09","VLA"
"7","2020-04-09","VLA"
"0","2020-04-09","VLA"
"12","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"3","2020-04-09","VLA"
"12","2020-04-09","VLA"
"24","2020-04-09","VLA"
"1","2020-04-09","VLA"
"2","2020-04-09","VLA"
"4","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"12","2020-04-09","VLA"
"0","2020-04-09","VLA"
"4","2020-04-09","VLA"
"9","2020-04-09","VLA"
"8","2020-04-09","VLA"
"38","2020-04-09","VLA"
"2","2020-04-09","VLA"
"15","2020-04-09","VLA"
"22","2020-04-09","VLA"
"0","2020-04-09","VLA"
"170","2020-04-09","VLA"
"5","2020-04-09","VLA"
"1","2020-04-09","VLA"
"4","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","WAL"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"3","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"30","2020-04-09","VLA"
"19","2020-04-09","VLA"
"2","2020-04-09","VLA"
"2","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"13","2020-04-09","VLA"
"1","2020-04-09","VLA"
"10","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"27","2020-04-09","VLA"
"1","2020-04-09","VLA"
"30","2020-04-09","VLA"
"10","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"15","2020-04-09","VLA"
"7","2020-04-09","VLA"
"33","2020-04-09","VLA"
"4","2020-04-09","VLA"
"8","2020-04-09","VLA"
