"nr_num_patients_standard","d_completed","cd_regio"
"50","2020-04-16","VLA"
"90","2020-04-16","VLA"
"120","2020-04-16","VLA"
"40","2020-04-16","VLA"
"200","2020-04-16","BRU"
"90","2020-04-16","WAL"
"50","2020-04-16","VLA"
"100","2020-04-16","VLA"
"150","2020-04-16","VLA"
"120","2020-04-16","WAL"
"90","2020-04-16","VLA"
"70","2020-04-17","WAL"
"60","2020-04-17","VLA"
"150","2020-04-17","VLA"
"170","2020-04-17","VLA"
"180","2020-04-17","VLA"
"80","2020-04-17","VLA"
"150","2020-04-17","VLA"
"50","2020-04-17","VLA"
"11","2020-04-17","VLA"
"80","2020-04-17","VLA"
"100","2020-04-17","VLA"
"150","2020-04-17","WAL"
"170","2020-04-17","BRU"
"33","2020-04-18","VLA"
"80","2020-04-18","VLA"
"85","2020-04-18","VLA"
"70","2020-04-18","WAL"
"270","2020-04-19","WAL"
"115","2020-04-19","VLA"
"122","2020-04-20","VLA"
"110","2020-04-20","VLA"
"128","2020-04-20","VLA"
"110","2020-04-20","VLA"
"130","2020-04-20","VLA"
"110","2020-04-20","VLA"
"120","2020-04-20","VLA"
"60","2020-04-20","WAL"
"130","2020-04-20","VLA"
"90","2020-04-20","VLA"
"80","2020-04-20","VLA"
"110","2020-04-20","VLA"
"60","2020-04-20","VLA"
"170","2020-04-20","VLA"
"25","2020-04-20","VLA"
"90","2020-04-20","VLA"
"80","2020-04-20","VLA"
"170","2020-04-20","VLA"
"160","2020-04-20","VLA"
"70","2020-04-20","VLA"
"100","2020-04-20","VLA"
"110","2020-04-20","VLA"
"40","2020-04-20","VLA"
"125","2020-04-20","VLA"
"120","2020-04-20","VLA"
"110","2020-04-20","VLA"
"190","2020-04-20","VLA"
"75","2020-04-20","VLA"
"70","2020-04-20","VLA"
"120","2020-04-20","VLA"
"200","2020-04-20","WAL"
"106","2020-04-20","VLA"
"110","2020-04-20","VLA"
"60","2020-04-20","VLA"
"125","2020-04-20","VLA"
"190","2020-04-20","BRU"
"50","2020-04-20","VLA"
"185","2020-04-20","VLA"
"110","2020-04-20","VLA"
"200","2020-04-20","VLA"
"115","2020-04-20","WAL"
"120","2020-04-20","VLA"
"170","2020-04-20","VLA"
"60","2020-04-20","VLA"
"75","2020-04-20","VLA"
"140","2020-04-20","VLA"
"100","2020-04-20","VLA"
"85","2020-04-20","VLA"
"110","2020-04-21","VLA"
"70","2020-04-21","VLA"
"90","2020-04-21","VLA"
"80","2020-04-21","BRU"
"60","2020-04-21","VLA"
"180","2020-04-21","VLA"
"90","2020-04-21","VLA"
"150","2020-04-21","VLA"
"120","2020-04-21","VLA"
"100","2020-04-21","VLA"
"180","2020-04-21","VLA"
"50","2020-04-21","VLA"
"200","2020-04-21","VLA"
"120","2020-04-21","BRU"
"180","2020-04-21","VLA"
"120","2020-04-21","VLA"
"120","2020-04-21","VLA"
"80","2020-04-21","VLA"
"75","2020-04-21","VLA"
"80","2020-04-21","VLA"
"125","2020-04-21","VLA"
"125","2020-04-21","VLA"
"65","2020-04-22","VLA"
"110","2020-04-22","VLA"
"20","2020-04-22","VLA"
"50","2020-04-22","VLA"
"80","2020-04-22","VLA"
"110","2020-04-22","VLA"
"70","2020-04-22","VLA"
"200","2020-04-22","VLA"
"110","2020-04-22","VLA"
"150","2020-04-22","VLA"
"80","2020-04-22","BRU"
"300","2020-04-22","BRU"
"75","2020-04-22","VLA"
"30","2020-04-22","VLA"
"185","2020-04-22","VLA"
"170","2020-04-22","VLA"
"85","2020-04-22","VLA"
"80","2020-04-22","VLA"
"150","2020-04-22","VLA"
"100","2020-04-22","VLA"
"140","2020-04-22","VLA"
"140","2020-04-22","VLA"
"160","2020-04-22","VLA"
"60","2020-04-22","VLA"
"128","2020-04-22","VLA"
"110","2020-04-22","VLA"
"60","2020-04-22","VLA"
"70","2020-04-22","VLA"
"80","2020-04-22","VLA"
"45","2020-04-22","VLA"
"200","2020-04-22","WAL"
"100","2020-04-22","VLA"
"120","2020-04-23","VLA"
"50","2020-04-23","WAL"
"200","2020-04-23","VLA"
"50","2020-04-23","VLA"
"340","2020-04-23","VLA"
"60","2020-04-23","WAL"
"100","2020-04-23","WAL"
"125","2020-04-23","VLA"
"80","2020-04-23","VLA"
"70","2020-04-23","VLA"
"100","2020-04-23","VLA"
"50","2020-04-23","VLA"
"120","2020-04-23","VLA"
"80","2020-04-23","VLA"
"150","2020-04-23","BRU"
"65","2020-04-23","VLA"
"40","2020-04-23","VLA"
"60","2020-04-23","WAL"
"60","2020-04-23","VLA"
"75","2020-04-23","VLA"
"180","2020-04-23","VLA"
"33","2020-04-23","VLA"
"80","2020-04-23","VLA"
"100","2020-04-23","VLA"
"60","2020-04-23","VLA"
"95","2020-04-23","VLA"
"180","2020-04-23","VLA"
"140","2020-04-23","VLA"
"90","2020-04-23","VLA"
"70","2020-04-23","WAL"
"120","2020-04-23","WAL"
"50","2020-04-23","WAL"
"60","2020-04-23","VLA"
"170","2020-04-23","VLA"
"90","2020-04-23","VLA"
"125","2020-04-23","WAL"
"70","2020-04-23","VLA"
"200","2020-04-23","VLA"
"120","2020-04-23","WAL"
"180","2020-04-23","VLA"
"170","2020-04-23","VLA"
"120","2020-04-23","VLA"
"130","2020-04-24","VLA"
"75","2020-04-24","VLA"
"130","2020-04-24","VLA"
"70","2020-04-24","VLA"
"130","2020-04-24","VLA"
"60","2020-04-24","WAL"
"150","2020-04-24","VLA"
"100","2020-04-24","VLA"
"60","2020-04-24","VLA"
"80","2020-04-24","VLA"
"160","2020-04-24","VLA"
"100","2020-04-24","VLA"
"100","2020-04-24","VLA"
"160","2020-04-25","VLA"
"180","2020-04-25","WAL"
"1320","2020-04-26","VLA"
"69","2020-04-26","VLA"
"130","2020-04-26","BRU"
"0120","2020-04-27","VLA"
"80","2020-04-27","VLA"
"160","2020-04-27","VLA"
"110","2020-04-27","WAL"
"110","2020-04-27","VLA"
"75","2020-04-27","VLA"
"70","2020-04-27","VLA"
"85","2020-04-27","VLA"
"170","2020-04-27","VLA"
"140","2020-04-27","VLA"
"125","2020-04-27","VLA"
"80","2020-04-27","VLA"
"130","2020-04-27","VLA"
"50","2020-04-27","WAL"
"130","2020-04-27","VLA"
"125","2020-04-27","VLA"
"150","2020-04-27","VLA"
"90","2020-04-27","VLA"
"340","2020-04-27","VLA"
"170","2020-04-27","VLA"
"110","2020-04-27","VLA"
"150","2020-04-27","VLA"
"95","2020-04-27","WAL"
"110","2020-04-27","VLA"
"75","2020-04-27","VLA"
"100","2020-04-27","VLA"
"65","2020-04-27","VLA"
"110","2020-04-27","VLA"
"200","2020-04-27","VLA"
"95","2020-04-27","VLA"
"60","2020-04-27","VLA"
"120","2020-04-27","VLA"
"160","2020-04-27","VLA"
"75","2020-04-27","VLA"
"25","2020-04-27","VLA"
"80","2020-04-27","BRU"
"120","2020-04-27","VLA"
"120","2020-04-27","VLA"
"125","2020-04-27","VLA"
"140","2020-04-27","VLA"
"80","2020-04-28","VLA"
"185","2020-04-28","VLA"
"120","2020-04-28","VLA"
"60","2020-04-28","VLA"
"130","2020-04-29","VLA"
"110","2020-04-29","VLA"
"60","2020-04-29","VLA"
"120","2020-04-29","VLA"
"185","2020-04-29","VLA"
"130","2020-04-29","VLA"
"65","2020-04-29","VLA"
"90","2020-04-29","VLA"
"80","2020-04-29","BRU"
"100","2020-04-29","VLA"
"150","2020-04-29","VLA"
"125","2020-04-29","VLA"
"170","2020-04-29","VLA"
"300","2020-04-29","BRU"
"115","2020-04-29","WAL"
"200","2020-04-29","VLA"
"130","2020-04-29","WAL"
"118","2020-04-29","WAL"
"32","2020-04-29","VLA"
"70","2020-04-29","VLA"
"180","2020-04-29","VLA"
"160","2020-04-29","VLA"
"20","2020-04-29","VLA"
"200","2020-04-29","VLA"
"125","2020-04-29","VLA"
"120","2020-04-29","VLA"
"180","2020-04-29","VLA"
"70","2020-04-29","WAL"
"110","2020-04-29","VLA"
"130","2020-04-29","WAL"
"125","2020-04-29","VLA"
"10","2020-04-29","VLA"
"45","2020-04-29","VLA"
"60","2020-04-29","BRU"
"120","2020-04-29","VLA"
"120","2020-04-29","VLA"
"110","2020-04-29","VLA"
"170","2020-04-29","VLA"
"75","2020-04-29","WAL"
"100","2020-04-29","VLA"
"100","2020-04-29","VLA"
"0120","2020-04-29","VLA"
"60","2020-04-29","VLA"
"70","2020-04-29","VLA"
"60","2020-04-29","VLA"
"160","2020-04-29","BRU"
"80","2020-04-29","BRU"
"200","2020-04-29","VLA"
"340","2020-04-29","VLA"
"130","2020-04-29","BRU"
"65","2020-04-30","WAL"
"80","2020-04-30","BRU"
"150","2020-04-30","VLA"
"125","2020-04-30","VLA"
"100","2020-04-30","VLA"
"135","2020-04-30","VLA"
"50","2020-04-30","BRU"
"100","2020-04-30","VLA"
"50","2020-04-30","WAL"
"100","2020-04-30","VLA"
"80","2020-04-30","VLA"
"130","2020-04-30","WAL"
"120","2020-04-30","WAL"
"170","2020-04-30","VLA"
"70","2020-04-30","VLA"
"120","2020-04-30","VLA"
"130","2020-04-30","VLA"
"80","2020-04-30","BRU"
"70","2020-04-30","VLA"
"125","2020-04-30","VLA"
"100","2020-04-30","VLA"
"90","2020-05-01","VLA"
"120","2020-05-03","VLA"
"110","2020-05-04","VLA"
"35","2020-05-04","WAL"
"200","2020-05-04","VLA"
"25","2020-05-04","VLA"
"70","2020-05-04","VLA"
"200","2020-05-04","VLA"
"32","2020-05-04","VLA"
"150","2020-05-04","VLA"
"125","2020-05-04","VLA"
"20","2020-05-04","VLA"
"65","2020-05-04","VLA"
"170","2020-05-04","VLA"
"80","2020-05-04","VLA"
"118","2020-05-04","WAL"
"170","2020-05-04","WAL"
"85","2020-05-04","VLA"
"130","2020-05-04","WAL"
"160","2020-05-04","VLA"
"60","2020-05-04","VLA"
"40","2020-05-04","VLA"
"100","2020-05-04","VLA"
"135","2020-05-04","VLA"
"80","2020-05-04","VLA"
"110","2020-05-04","VLA"
"50","2020-05-04","VLA"
"120","2020-05-04","VLA"
"250","2020-05-04","VLA"
"80","2020-05-04","BRU"
"120","2020-05-04","VLA"
"130","2020-05-04","VLA"
"60","2020-05-04","VLA"
"90","2020-05-04","VLA"
"180","2020-05-04","VLA"
"70","2020-05-04","VLA"
"125","2020-05-04","VLA"
"100","2020-05-04","WAL"
"150","2020-05-04","VLA"
"70","2020-05-04","VLA"
"80","2020-05-04","VLA"
"140","2020-05-04","VLA"
"100","2020-05-05","VLA"
"110","2020-05-05","VLA"
"50","2020-05-05","WAL"
"40","2020-05-05","VLA"
"60","2020-05-05","VLA"
"110","2020-05-05","VLA"
"125","2020-05-05","VLA"
"160","2020-05-06","VLA"
"33","2020-05-06","VLA"
"90","2020-05-06","VLA"
"65","2020-05-06","VLA"
"70","2020-05-06","VLA"
"60","2020-05-06","VLA"
"60","2020-05-06","VLA"
"130","2020-05-06","VLA"
"125","2020-05-06","VLA"
"160","2020-05-06","VLA"
"170","2020-05-06","VLA"
"60","2020-05-06","VLA"
"80","2020-05-06","VLA"
"70","2020-05-06","VLA"
"120","2020-05-06","VLA"
"85","2020-05-06","VLA"
"120","2020-05-06","WAL"
"140","2020-05-06","VLA"
"135","2020-05-06","VLA"
"70","2020-05-06","WAL"
"180","2020-05-06","VLA"
"80","2020-05-06","VLA"
"120","2020-05-06","VLA"
"110","2020-05-06","VLA"
"100","2020-05-06","VLA"
"160","2020-05-06","VLA"
"60","2020-05-06","VLA"
"60","2020-05-06","VLA"
"65","2020-05-06","VLA"
"130","2020-05-06","VLA"
"95","2020-05-06","VLA"
"60","2020-05-06","VLA"
"180","2020-05-06","VLA"
"165","2020-05-06","VLA"
"163","2020-05-07","WAL"
"35","2020-05-07","WAL"
"80","2020-05-07","BRU"
"100","2020-05-07","VLA"
"90","2020-05-07","VLA"
"120","2020-05-08","VLA"
"35","2020-05-08","VLA"
"100","2020-05-08","VLA"
"130","2020-05-08","VLA"
"60","2020-05-09","VLA"
"110","2020-05-11","VLA"
"100","2020-05-11","VLA"
"110","2020-05-11","WAL"
"130","2020-05-11","VLA"
"80","2020-05-11","VLA"
"130","2020-05-11","VLA"
"150","2020-05-11","VLA"
"125","2020-05-11","VLA"
"110","2020-05-11","VLA"
"80","2020-05-11","BRU"
"130","2020-05-11","VLA"
"110","2020-05-11","VLA"
"90","2020-05-11","VLA"
"70","2020-05-11","VLA"
"170","2020-05-11","VLA"
"65","2020-05-11","VLA"
"120","2020-05-11","VLA"
"150","2020-05-11","VLA"
"60","2020-05-11","VLA"
"60","2020-05-11","VLA"
"120","2020-05-11","VLA"
"160","2020-05-11","VLA"
"125","2020-05-11","VLA"
"80","2020-05-11","VLA"
"110","2020-05-11","VLA"
"80","2020-05-11","VLA"
"100","2020-05-11","VLA"
"75","2020-05-11","VLA"
"120","2020-05-11","VLA"
"100","2020-05-11","VLA"
"80","2020-05-11","VLA"
"100","2020-05-11","VLA"
"200","2020-05-11","VLA"
"90","2020-05-11","VLA"
"130","2020-05-11","VLA"
"110","2020-05-11","VLA"
"85","2020-05-11","VLA"
"40","2020-05-12","VLA"
"200","2020-05-12","WAL"
"75","2020-05-12","VLA"
"37","2020-05-12","WAL"
"120","2020-05-12","BRU"
"100","2020-05-12","VLA"
"60","2020-05-12","VLA"
"400","2020-05-12","BRU"
"120","2020-05-12","VLA"
"26","2020-05-12","VLA"
"125","2020-05-12","VLA"
"80","2020-05-13","BRU"
"120","2020-05-13","WAL"
"60","2020-05-13","VLA"
"130","2020-05-13","BRU"
"170","2020-05-13","VLA"
"120","2020-05-13","VLA"
"140","2020-05-13","VLA"
"70","2020-05-13","VLA"
"200","2020-05-13","VLA"
"65","2020-05-13","VLA"
"80","2020-05-13","VLA"
"45","2020-05-13","VLA"
"150","2020-05-13","WAL"
"110","2020-05-13","VLA"
"180","2020-05-13","VLA"
"200","2020-05-13","VLA"
"35","2020-05-13","VLA"
"70","2020-05-13","VLA"
"80","2020-05-13","VLA"
"130","2020-05-14","WAL"
"130","2020-05-14","VLA"
"125","2020-05-14","VLA"
"125","2020-05-14","VLA"
"75","2020-05-14","VLA"
"60","2020-05-14","VLA"
"37","2020-05-14","WAL"
"40","2020-05-14","VLA"
"32","2020-05-14","VLA"
"125","2020-05-18","VLA"
"100","2020-05-18","VLA"
"70","2020-05-18","VLA"
"170","2020-05-18","VLA"
"200","2020-05-18","WAL"
"120","2020-05-18","VLA"
"130","2020-05-18","VLA"
"200","2020-05-18","VLA"
"150","2020-05-18","VLA"
"120","2020-05-18","VLA"
"100","2020-05-18","VLA"
"80","2020-05-18","VLA"
"80","2020-05-18","VLA"
"110","2020-05-18","VLA"
"110","2020-05-18","VLA"
"80","2020-05-18","BRU"
"65","2020-05-18","VLA"
"110","2020-05-18","VLA"
"60","2020-05-18","VLA"
"120","2020-05-18","VLA"
"100","2020-05-18","VLA"
"125","2020-05-18","VLA"
"36","2020-05-18","VLA"
"60","2020-05-18","VLA"
"60","2020-05-18","VLA"
"70","2020-05-19","VLA"
"140","2020-05-19","VLA"
"120","2020-05-19","VLA"
"150","2020-05-19","VLA"
"26","2020-05-19","VLA"
"60","2020-05-19","VLA"
"140","2020-05-20","VLA"
"110","2020-05-20","VLA"
"170","2020-05-20","VLA"
"80","2020-05-20","VLA"
"110","2020-05-20","VLA"
"180","2020-05-20","VLA"
"85","2020-05-20","VLA"
"130","2020-05-20","VLA"
"200","2020-05-20","VLA"
"100","2020-05-21","VLA"
"125","2020-05-21","VLA"
"140","2020-05-22","WAL"
"120","2020-05-22","VLA"
"125","2020-05-22","VLA"
"150","2020-05-25","VLA"
