"cd_scale_feel_mental","d_completed","cd_regio"
"7","2020-04-01","VLA"
"3","2020-04-01","VLA"
"8","2020-04-01","WAL"
"8","2020-04-01","VLA"
"8","2020-04-01","VLA"
"9","2020-04-01","VLA"
"5","2020-04-01","BRU"
"7","2020-04-01","WAL"
"8","2020-04-01","VLA"
"7","2020-04-01","VLA"
"8","2020-04-01","VLA"
"5","2020-04-01","VLA"
"9","2020-04-01","VLA"
"9","2020-04-01","VLA"
"6","2020-04-01","WAL"
"8","2020-04-01","VLA"
"8","2020-04-01","WAL"
"10","2020-04-01","VLA"
"4","2020-04-01","VLA"
"6","2020-04-01","VLA"
"7","2020-04-01","WAL"
"6","2020-04-01","VLA"
"6","2020-04-01","WAL"
"7","2020-04-01","VLA"
"6","2020-04-01","BRU"
"6","2020-04-01","VLA"
"10","2020-04-01","BRU"
"6","2020-04-01","WAL"
"6","2020-04-01","WAL"
"9","2020-04-01","VLA"
"8","2020-04-01","VLA"
"8","2020-04-01","VLA"
"8","2020-04-01","VLA"
"8","2020-04-01","VLA"
"6","2020-04-01","VLA"
"8","2020-04-01","BRU"
"8","2020-04-01","BRU"
"8","2020-04-01","VLA"
"7","2020-04-01","WAL"
"5","2020-04-01","WAL"
"9","2020-04-01","VLA"
"7","2020-04-01","VLA"
"7","2020-04-01","BRU"
"6","2020-04-01","WAL"
"7","2020-04-01","VLA"
"7","2020-04-01","VLA"
"7","2020-04-01","VLA"
"8","2020-04-01","VLA"
"0","2020-04-01","WAL"
"9","2020-04-01","VLA"
"8","2020-04-01","VLA"
"6","2020-04-01","WAL"
"9","2020-04-01","VLA"
"7","2020-04-01","VLA"
"5","2020-04-01","WAL"
"4","2020-04-01","WAL"
"6","2020-04-01","VLA"
"8","2020-04-01","WAL"
"3","2020-04-01","VLA"
"6","2020-04-01","BRU"
"8","2020-04-01","BRU"
"8","2020-04-01","VLA"
"7","2020-04-01","BRU"
"8","2020-04-01","VLA"
"4","2020-04-01","VLA"
"6","2020-04-01","WAL"
"5","2020-04-01","VLA"
"2","2020-04-01","VLA"
"8","2020-04-01","VLA"
"10","2020-04-01","VLA"
"7","2020-04-01","BRU"
"5","2020-04-01","VLA"
"7","2020-04-01","VLA"
"6","2020-04-01","VLA"
"7","2020-04-01","BRU"
"8","2020-04-01","VLA"
"7","2020-04-01","VLA"
"6","2020-04-01","VLA"
"5","2020-04-01","VLA"
"8","2020-04-01","VLA"
"9","2020-04-01","VLA"
"7","2020-04-01","VLA"
"6","2020-04-01","VLA"
"8","2020-04-01","WAL"
"8","2020-04-01","VLA"
"8","2020-04-01","VLA"
"4","2020-04-01","VLA"
"5","2020-04-01","VLA"
"7","2020-04-01","VLA"
"3","2020-04-01","VLA"
"7","2020-04-01","VLA"
"9","2020-04-01","VLA"
"9","2020-04-01","VLA"
"6","2020-04-01","VLA"
"6","2020-04-01","VLA"
"9","2020-04-01","VLA"
"7","2020-04-01","VLA"
"6","2020-04-01","VLA"
"4","2020-04-01","WAL"
"7","2020-04-01","VLA"
"0","2020-04-01","BRU"
"7","2020-04-01","WAL"
"5","2020-04-01","VLA"
"8","2020-04-01","VLA"
"1","2020-04-01","VLA"
"4","2020-04-01","VLA"
"3","2020-04-01","WAL"
"8","2020-04-01","VLA"
"9","2020-04-01","VLA"
"5","2020-04-01","VLA"
"6","2020-04-01","WAL"
"4","2020-04-01","VLA"
"5","2020-04-01","WAL"
"9","2020-04-01","VLA"
"5","2020-04-01","WAL"
"8","2020-04-01","VLA"
"5","2020-04-01","WAL"
"9","2020-04-01","VLA"
"3","2020-04-01","VLA"
"7","2020-04-01","VLA"
"9","2020-04-01","VLA"
"9","2020-04-01","VLA"
"5","2020-04-01","WAL"
"7","2020-04-01","VLA"
"8","2020-04-01","WAL"
"8","2020-04-01","BRU"
"8","2020-04-01","WAL"
"7","2020-04-01","WAL"
"9","2020-04-01","VLA"
"8","2020-04-01","BRU"
"7","2020-04-01","VLA"
"8","2020-04-01","VLA"
"8","2020-04-01","VLA"
"9","2020-04-01","VLA"
"6","2020-04-01","VLA"
"8","2020-04-01","VLA"
"7","2020-04-01","VLA"
"8","2020-04-01","VLA"
"7","2020-04-01","VLA"
"8","2020-04-01","VLA"
"8","2020-04-01","VLA"
"7","2020-04-01","VLA"
"8","2020-04-01","VLA"
"5","2020-04-01","VLA"
"9","2020-04-01","VLA"
"7","2020-04-01","VLA"
"5","2020-04-01","WAL"
"8","2020-04-01","VLA"
"9","2020-04-01","VLA"
"5","2020-04-01","VLA"
"5","2020-04-01","VLA"
"3","2020-04-01","WAL"
"7","2020-04-01","WAL"
"8","2020-04-01","VLA"
"6","2020-04-01","VLA"
"5","2020-04-01","VLA"
"6","2020-04-01","WAL"
"7","2020-04-01","VLA"
"4","2020-04-01","VLA"
"7","2020-04-01","VLA"
"9","2020-04-01","VLA"
"7","2020-04-01","VLA"
"7","2020-04-01","VLA"
"7","2020-04-01","BRU"
"6","2020-04-01","VLA"
"6","2020-04-01","BRU"
"8","2020-04-01","VLA"
"7","2020-04-01","VLA"
"7","2020-04-01","WAL"
"7","2020-04-01","VLA"
"7","2020-04-01","VLA"
"7","2020-04-01","WAL"
"8","2020-04-01","WAL"
"7","2020-04-01","VLA"
"4","2020-04-01","VLA"
"8","2020-04-01","VLA"
"7","2020-04-01","VLA"
"6","2020-04-01","WAL"
"6","2020-04-01","VLA"
"8","2020-04-01","VLA"
"8","2020-04-01","VLA"
"5","2020-04-01","VLA"
"7","2020-04-01","VLA"
"8","2020-04-01","VLA"
"8","2020-04-01","WAL"
"6","2020-04-01","VLA"
"5","2020-04-01","WAL"
"7","2020-04-01","VLA"
"2","2020-04-01","VLA"
"6","2020-04-01","WAL"
"8","2020-04-01","VLA"
"8","2020-04-01","BRU"
"7","2020-04-01","VLA"
"7","2020-04-01","VLA"
"6","2020-04-01","BRU"
"5","2020-04-01","VLA"
"7","2020-04-01","WAL"
"6","2020-04-01","VLA"
"8","2020-04-01","WAL"
"7","2020-04-01","WAL"
"7","2020-04-01","VLA"
"7","2020-04-01","VLA"
"8","2020-04-01","VLA"
"7","2020-04-01","WAL"
"4","2020-04-02","WAL"
"6","2020-04-02","BRU"
"8","2020-04-02","VLA"
"6","2020-04-02","VLA"
"4","2020-04-02","WAL"
"9","2020-04-02","BRU"
"7","2020-04-02","VLA"
"8","2020-04-02","VLA"
"7","2020-04-02","WAL"
"7","2020-04-02","WAL"
"6","2020-04-02","VLA"
"7","2020-04-02","WAL"
"9","2020-04-02","WAL"
"7","2020-04-02","BRU"
"7","2020-04-02","VLA"
"9","2020-04-02","VLA"
"2","2020-04-02","WAL"
"7","2020-04-02","VLA"
"7","2020-04-02","WAL"
"8","2020-04-02","BRU"
"7","2020-04-02","VLA"
"8","2020-04-02","VLA"
"8","2020-04-02","BRU"
"7","2020-04-02","VLA"
"9","2020-04-02","WAL"
"8","2020-04-02","VLA"
"7","2020-04-02","VLA"
"4","2020-04-02","WAL"
"6","2020-04-02","WAL"
"7","2020-04-02","VLA"
"7","2020-04-02","BRU"
"8","2020-04-02","WAL"
"8","2020-04-02","VLA"
"7","2020-04-02","WAL"
"7","2020-04-02","VLA"
"7","2020-04-02","VLA"
"8","2020-04-02","VLA"
"6","2020-04-02","WAL"
"8","2020-04-02","BRU"
"7","2020-04-02","VLA"
"6","2020-04-02","WAL"
"7","2020-04-02","BRU"
"5","2020-04-02","VLA"
"4","2020-04-02","VLA"
"7","2020-04-02","VLA"
"7","2020-04-02","VLA"
"7","2020-04-02","WAL"
"5","2020-04-02","VLA"
"8","2020-04-02","WAL"
"8","2020-04-02","WAL"
"9","2020-04-02","BRU"
"8","2020-04-02","WAL"
"8","2020-04-02","WAL"
"6","2020-04-02","WAL"
"8","2020-04-02","VLA"
"10","2020-04-02","VLA"
"8","2020-04-02","BRU"
"8","2020-04-02","VLA"
"8","2020-04-02","VLA"
"9","2020-04-02","VLA"
"7","2020-04-02","VLA"
"5","2020-04-02","WAL"
"7","2020-04-02","BRU"
"9","2020-04-02","VLA"
"6","2020-04-02","BRU"
"10","2020-04-02","VLA"
"0","2020-04-02","WAL"
"5","2020-04-02","WAL"
"8","2020-04-02","VLA"
"7","2020-04-02","VLA"
"6","2020-04-02","VLA"
"3","2020-04-02","BRU"
"10","2020-04-02","VLA"
"7","2020-04-02","VLA"
"9","2020-04-02","VLA"
"6","2020-04-02","WAL"
"8","2020-04-02","VLA"
"5","2020-04-02","WAL"
"7","2020-04-02","WAL"
"8","2020-04-02","VLA"
"8","2020-04-02","WAL"
"8","2020-04-02","VLA"
"5","2020-04-02","WAL"
"6","2020-04-02","WAL"
"10","2020-04-02","WAL"
"7","2020-04-02","VLA"
"7","2020-04-02","VLA"
"8","2020-04-02","WAL"
"10","2020-04-02","WAL"
"6","2020-04-02","VLA"
"8","2020-04-02","VLA"
"5","2020-04-02","BRU"
"7","2020-04-02","BRU"
"9","2020-04-02","VLA"
"8","2020-04-02","WAL"
"7","2020-04-02","VLA"
"5","2020-04-02","VLA"
"8","2020-04-02","WAL"
"7","2020-04-02","VLA"
"8","2020-04-02","VLA"
"5","2020-04-02","BRU"
"7","2020-04-02","VLA"
"6","2020-04-02","BRU"
"9","2020-04-02","WAL"
"7","2020-04-02","VLA"
"6","2020-04-02","VLA"
"7","2020-04-02","VLA"
"8","2020-04-02","WAL"
"3","2020-04-02","WAL"
"7","2020-04-02","VLA"
"8","2020-04-02","WAL"
"9","2020-04-02","VLA"
"7","2020-04-02","WAL"
"7","2020-04-02","BRU"
"7","2020-04-02","VLA"
"9","2020-04-02","BRU"
"8","2020-04-02","VLA"
"5","2020-04-02","BRU"
"6","2020-04-02","WAL"
"5","2020-04-02","WAL"
"8","2020-04-02","VLA"
"4","2020-04-02","WAL"
"6","2020-04-02","VLA"
"3","2020-04-02","BRU"
"9","2020-04-02","VLA"
"9","2020-04-02","VLA"
"7","2020-04-02","BRU"
"4","2020-04-02","WAL"
"5","2020-04-02","VLA"
"7","2020-04-02","VLA"
"6","2020-04-02","WAL"
"3","2020-04-02","WAL"
"5","2020-04-02","VLA"
"7","2020-04-02","WAL"
"5","2020-04-02","VLA"
"2","2020-04-02","WAL"
"8","2020-04-02","VLA"
"6","2020-04-02","VLA"
"2","2020-04-02","WAL"
"6","2020-04-02","VLA"
"6","2020-04-02","VLA"
"6","2020-04-02","VLA"
"10","2020-04-02","BRU"
"8","2020-04-02","VLA"
"7","2020-04-02","WAL"
"6","2020-04-02","VLA"
"8","2020-04-02","WAL"
"7","2020-04-02","VLA"
"8","2020-04-02","WAL"
"8","2020-04-02","WAL"
"8","2020-04-02","VLA"
"8","2020-04-02","VLA"
"8","2020-04-02","VLA"
"5","2020-04-02","VLA"
"5","2020-04-02","VLA"
"8","2020-04-02","VLA"
"8","2020-04-02","VLA"
"7","2020-04-02","VLA"
"7","2020-04-02","VLA"
"7","2020-04-02","WAL"
"7","2020-04-02","VLA"
"9","2020-04-02","VLA"
"6","2020-04-02","WAL"
"6","2020-04-02","VLA"
"7","2020-04-02","VLA"
"9","2020-04-02","WAL"
"5","2020-04-02","VLA"
"4","2020-04-02","WAL"
"8","2020-04-03","VLA"
"7","2020-04-03","WAL"
"6","2020-04-03","VLA"
"7","2020-04-03","VLA"
"7","2020-04-03","VLA"
"8","2020-04-03","VLA"
"10","2020-04-03","BRU"
"4","2020-04-03","WAL"
"8","2020-04-03","VLA"
"7","2020-04-03","WAL"
"3","2020-04-03","WAL"
"6","2020-04-03","VLA"
"8","2020-04-03","VLA"
"6","2020-04-03","VLA"
"10","2020-04-03","WAL"
"7","2020-04-03","VLA"
"8","2020-04-03","VLA"
"8","2020-04-03","VLA"
"7","2020-04-03","VLA"
"6","2020-04-03","WAL"
"6","2020-04-03","VLA"
"5","2020-04-03","WAL"
"6","2020-04-03","BRU"
"3","2020-04-03","VLA"
"7","2020-04-03","VLA"
"7","2020-04-03","VLA"
"7","2020-04-03","VLA"
"8","2020-04-03","WAL"
"4","2020-04-03","VLA"
"9","2020-04-03","VLA"
"4","2020-04-03","WAL"
"7","2020-04-03","VLA"
"5","2020-04-03","WAL"
"8","2020-04-03","WAL"
"7","2020-04-03","VLA"
"7","2020-04-03","WAL"
"9","2020-04-03","VLA"
"8","2020-04-03","VLA"
"8","2020-04-03","VLA"
"8","2020-04-03","VLA"
"7","2020-04-03","VLA"
"4","2020-04-03","WAL"
"9","2020-04-03","VLA"
"7","2020-04-03","WAL"
"5","2020-04-03","BRU"
"3","2020-04-03","VLA"
"8","2020-04-03","BRU"
"7","2020-04-04","WAL"
"1","2020-04-04","WAL"
"6","2020-04-04","VLA"
"5","2020-04-04","VLA"
"5","2020-04-04","VLA"
"7","2020-04-04","WAL"
"8","2020-04-04","BRU"
"8","2020-04-04","VLA"
"6","2020-04-04","VLA"
"7","2020-04-04","BRU"
"8","2020-04-04","VLA"
"3","2020-04-04","WAL"
"3","2020-04-04","WAL"
"9","2020-04-04","VLA"
"9","2020-04-04","WAL"
"6","2020-04-04","BRU"
"4","2020-04-05","VLA"
"5","2020-04-05","VLA"
"7","2020-04-05","VLA"
"7","2020-04-05","WAL"
"4","2020-04-06","VLA"
"7","2020-04-06","VLA"
"7","2020-04-06","VLA"
"6","2020-04-06","VLA"
"9","2020-04-06","VLA"
"8","2020-04-06","VLA"
"9","2020-04-06","WAL"
"7","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"9","2020-04-06","VLA"
"6","2020-04-06","WAL"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"7","2020-04-06","WAL"
"9","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"9","2020-04-06","VLA"
"7","2020-04-06","BRU"
"6","2020-04-06","VLA"
"8","2020-04-06","VLA"
"6","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"9","2020-04-06","VLA"
"4","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"5","2020-04-06","WAL"
"6","2020-04-06","VLA"
"6","2020-04-06","VLA"
"9","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"9","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"7","2020-04-06","WAL"
"4","2020-04-06","WAL"
"8","2020-04-06","WAL"
"9","2020-04-06","VLA"
"8","2020-04-06","WAL"
"9","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"7","2020-04-06","BRU"
"7","2020-04-06","VLA"
"8","2020-04-06","BRU"
"7","2020-04-06","VLA"
"9","2020-04-06","VLA"
"8","2020-04-06","VLA"
"9","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"4","2020-04-06","WAL"
"8","2020-04-06","VLA"
"6","2020-04-06","VLA"
"9","2020-04-06","VLA"
"10","2020-04-06","VLA"
"4","2020-04-06","VLA"
"8","2020-04-06","VLA"
"5","2020-04-06","VLA"
"8","2020-04-06","VLA"
"6","2020-04-06","VLA"
"8","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"7","2020-04-06","BRU"
"8","2020-04-06","VLA"
"7","2020-04-06","VLA"
"10","2020-04-06","VLA"
"9","2020-04-06","VLA"
"8","2020-04-06","VLA"
"7","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"9","2020-04-06","VLA"
"9","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"3","2020-04-06","WAL"
"9","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"7","2020-04-06","VLA"
"5","2020-04-06","VLA"
"6","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","WAL"
"6","2020-04-06","VLA"
"10","2020-04-06","VLA"
"7","2020-04-06","VLA"
"9","2020-04-06","VLA"
"6","2020-04-06","VLA"
"8","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"7","2020-04-06","VLA"
"7","2020-04-06","BRU"
"4","2020-04-06","BRU"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","BRU"
"9","2020-04-06","VLA"
"7","2020-04-06","WAL"
"8","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"7","2020-04-06","BRU"
"8","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","WAL"
"9","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","BRU"
"5","2020-04-06","VLA"
"9","2020-04-06","VLA"
"8","2020-04-06","VLA"
"7","2020-04-06","VLA"
"6","2020-04-06","VLA"
"5","2020-04-06","VLA"
"5","2020-04-06","WAL"
"7","2020-04-06","WAL"
"2","2020-04-06","VLA"
"6","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"10","2020-04-06","VLA"
"8","2020-04-06","VLA"
"6","2020-04-06","BRU"
"7","2020-04-06","WAL"
"9","2020-04-06","VLA"
"9","2020-04-06","VLA"
"7","2020-04-06","VLA"
"7","2020-04-06","VLA"
"9","2020-04-06","VLA"
"9","2020-04-06","VLA"
"7","2020-04-06","BRU"
"8","2020-04-06","VLA"
"5","2020-04-06","VLA"
"6","2020-04-06","VLA"
"2","2020-04-06","WAL"
"9","2020-04-06","VLA"
"3","2020-04-06","VLA"
"7","2020-04-06","VLA"
"7","2020-04-06","VLA"
"6","2020-04-06","VLA"
"7","2020-04-06","VLA"
"6","2020-04-06","VLA"
"4","2020-04-06","BRU"
"2","2020-04-06","BRU"
"5","2020-04-06","WAL"
"7","2020-04-06","BRU"
"9","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"9","2020-04-06","VLA"
"9","2020-04-06","VLA"
"8","2020-04-06","BRU"
"8","2020-04-06","VLA"
"6","2020-04-06","VLA"
"6","2020-04-06","VLA"
"9","2020-04-06","BRU"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","BRU"
"9","2020-04-06","VLA"
"8","2020-04-06","VLA"
"5","2020-04-06","VLA"
"8","2020-04-06","VLA"
"9","2020-04-06","VLA"
"4","2020-04-06","VLA"
"7","2020-04-06","VLA"
"2","2020-04-06","VLA"
"8","2020-04-06","VLA"
"7","2020-04-06","VLA"
"7","2020-04-06","VLA"
"10","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"9","2020-04-06","VLA"
"9","2020-04-06","VLA"
"7","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"9","2020-04-06","VLA"
"7","2020-04-06","VLA"
"6","2020-04-06","BRU"
"7","2020-04-06","VLA"
"3","2020-04-06","WAL"
"6","2020-04-06","VLA"
"10","2020-04-06","VLA"
"7","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"6","2020-04-06","WAL"
"6","2020-04-06","VLA"
"9","2020-04-06","VLA"
"7","2020-04-06","VLA"
"9","2020-04-06","VLA"
"7","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"3","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"10","2020-04-06","BRU"
"7","2020-04-06","VLA"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"4","2020-04-06","VLA"
"8","2020-04-06","VLA"
"7","2020-04-06","VLA"
"9","2020-04-06","VLA"
"9","2020-04-06","VLA"
"8","2020-04-06","VLA"
"7","2020-04-06","VLA"
"5","2020-04-06","BRU"
"7","2020-04-06","VLA"
"8","2020-04-06","VLA"
"3","2020-04-06","VLA"
"5","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"6","2020-04-06","WAL"
"8","2020-04-06","WAL"
"7","2020-04-06","VLA"
"5","2020-04-07","VLA"
"8","2020-04-07","VLA"
"7","2020-04-07","VLA"
"7","2020-04-07","VLA"
"6","2020-04-07","VLA"
"8","2020-04-07","BRU"
"7","2020-04-07","VLA"
"7","2020-04-07","VLA"
"7","2020-04-07","BRU"
"10","2020-04-07","VLA"
"7","2020-04-07","BRU"
"1","2020-04-07","BRU"
"8","2020-04-07","VLA"
"7","2020-04-07","VLA"
"4","2020-04-07","VLA"
"8","2020-04-07","VLA"
"5","2020-04-07","VLA"
"6","2020-04-07","VLA"
"8","2020-04-07","VLA"
"7","2020-04-07","VLA"
"6","2020-04-07","BRU"
"9","2020-04-07","VLA"
"9","2020-04-07","VLA"
"8","2020-04-07","VLA"
"8","2020-04-07","VLA"
"8","2020-04-07","VLA"
"5","2020-04-07","VLA"
"7","2020-04-07","VLA"
"8","2020-04-07","VLA"
"7","2020-04-07","VLA"
"9","2020-04-07","VLA"
"5","2020-04-07","VLA"
"8","2020-04-07","VLA"
"9","2020-04-07","VLA"
"8","2020-04-07","VLA"
"4","2020-04-07","BRU"
"7","2020-04-07","VLA"
"8","2020-04-07","VLA"
"8","2020-04-07","VLA"
"7","2020-04-07","VLA"
"8","2020-04-07","VLA"
"2","2020-04-07","WAL"
"6","2020-04-07","WAL"
"6","2020-04-07","WAL"
"9","2020-04-07","VLA"
"7","2020-04-07","VLA"
"5","2020-04-07","VLA"
"7","2020-04-07","BRU"
"7","2020-04-07","VLA"
"9","2020-04-07","VLA"
"6","2020-04-07","BRU"
"5","2020-04-07","BRU"
"8","2020-04-07","VLA"
"9","2020-04-08","VLA"
"8","2020-04-08","BRU"
"9","2020-04-08","VLA"
"7","2020-04-08","VLA"
"8","2020-04-08","VLA"
"8","2020-04-08","WAL"
"6","2020-04-08","WAL"
"10","2020-04-08","BRU"
"8","2020-04-08","VLA"
"7","2020-04-08","WAL"
"6","2020-04-08","VLA"
"8","2020-04-08","BRU"
"8","2020-04-08","BRU"
"8","2020-04-08","VLA"
"8","2020-04-08","BRU"
"7","2020-04-08","VLA"
"8","2020-04-08","VLA"
"8","2020-04-08","WAL"
"4","2020-04-08","VLA"
"8","2020-04-09","VLA"
"9","2020-04-09","VLA"
"5","2020-04-09","VLA"
"4","2020-04-09","VLA"
"6","2020-04-10","WAL"
"8","2020-04-10","VLA"
"8","2020-04-10","VLA"
"3","2020-04-10","VLA"
"8","2020-04-10","VLA"
"7","2020-04-10","VLA"
"7","2020-04-13","VLA"
"7","2020-04-13","VLA"
"8","2020-04-14","VLA"
"7","2020-04-14","VLA"
"8","2020-04-14","VLA"
"8","2020-04-14","VLA"
"7","2020-04-14","VLA"
"7","2020-04-15","WAL"
"9","2020-04-15","VLA"
"7","2020-04-15","VLA"
"8","2020-04-15","VLA"
"7","2020-04-15","WAL"
"7","2020-04-15","VLA"
"7","2020-04-15","VLA"
"8","2020-04-15","VLA"
"10","2020-04-15","VLA"
"9","2020-04-15","VLA"
"7","2020-04-15","VLA"
"6","2020-04-15","WAL"
"4","2020-04-15","BRU"
"8","2020-04-15","VLA"
"7","2020-04-15","VLA"
"6","2020-04-15","VLA"
"8","2020-04-15","VLA"
"7","2020-04-15","VLA"
"9","2020-04-15","VLA"
"7","2020-04-15","VLA"
"7","2020-04-15","VLA"
"7","2020-04-15","BRU"
"8","2020-04-15","VLA"
"6","2020-04-15","VLA"
"7","2020-04-15","VLA"
"8","2020-04-15","VLA"
"8","2020-04-15","VLA"
"8","2020-04-15","BRU"
"6","2020-04-15","VLA"
"7","2020-04-15","VLA"
"6","2020-04-15","VLA"
"7","2020-04-15","VLA"
"8","2020-04-15","VLA"
"7","2020-04-15","VLA"
"5","2020-04-15","VLA"
"6","2020-04-15","WAL"
"7","2020-04-15","VLA"
"7","2020-04-15","VLA"
"7","2020-04-15","VLA"
"6","2020-04-15","VLA"
"8","2020-04-15","WAL"
"5","2020-04-15","VLA"
"8","2020-04-15","BRU"
"7","2020-04-15","VLA"
"8","2020-04-15","VLA"
"8","2020-04-15","VLA"
"9","2020-04-15","VLA"
"5","2020-04-15","WAL"
"7","2020-04-15","VLA"
"5","2020-04-15","VLA"
"9","2020-04-15","VLA"
"7","2020-04-15","WAL"
"8","2020-04-15","BRU"
"7","2020-04-15","VLA"
"4","2020-04-15","VLA"
"7","2020-04-15","VLA"
"7","2020-04-15","VLA"
"7","2020-04-15","VLA"
"6","2020-04-15","VLA"
"5","2020-04-15","VLA"
"7","2020-04-15","VLA"
"8","2020-04-15","VLA"
"8","2020-04-15","BRU"
"8","2020-04-15","VLA"
"8","2020-04-15","VLA"
"7","2020-04-15","VLA"
"7","2020-04-15","VLA"
"7","2020-04-15","WAL"
"6","2020-04-15","WAL"
"8","2020-04-15","VLA"
"8","2020-04-15","VLA"
"7","2020-04-15","VLA"
"7","2020-04-15","VLA"
"8","2020-04-15","VLA"
"4","2020-04-15","VLA"
"8","2020-04-15","VLA"
"8","2020-04-15","WAL"
"7","2020-04-15","VLA"
"7","2020-04-15","VLA"
"8","2020-04-15","VLA"
"6","2020-04-15","VLA"
"6","2020-04-15","VLA"
"9","2020-04-15","VLA"
"8","2020-04-15","BRU"
"3","2020-04-15","BRU"
"9","2020-04-15","VLA"
"7","2020-04-15","VLA"
"8","2020-04-15","WAL"
"7","2020-04-15","VLA"
"8","2020-04-15","VLA"
"7","2020-04-15","VLA"
"8","2020-04-15","BRU"
"8","2020-04-15","VLA"
"7","2020-04-15","VLA"
"8","2020-04-15","BRU"
"9","2020-04-15","VLA"
"7","2020-04-15","VLA"
"7","2020-04-16","VLA"
"7","2020-04-16","VLA"
"8","2020-04-16","VLA"
"8","2020-04-16","VLA"
"9","2020-04-16","VLA"
"7","2020-04-16","VLA"
"9","2020-04-16","VLA"
"9","2020-04-16","VLA"
"6","2020-04-16","VLA"
"7","2020-04-16","WAL"
"7","2020-04-16","VLA"
"7","2020-04-16","WAL"
"8","2020-04-16","BRU"
"7","2020-04-16","BRU"
"6","2020-04-16","VLA"
"6","2020-04-16","VLA"
"9","2020-04-16","VLA"
"8","2020-04-16","WAL"
"6","2020-04-16","WAL"
"7","2020-04-16","VLA"
"7","2020-04-16","VLA"
"3","2020-04-16","WAL"
"9","2020-04-16","BRU"
"4","2020-04-16","WAL"
"8","2020-04-16","VLA"
"9","2020-04-16","VLA"
"8","2020-04-16","VLA"
"9","2020-04-16","VLA"
"6","2020-04-16","VLA"
"3","2020-04-16","WAL"
"7","2020-04-16","WAL"
"7","2020-04-16","VLA"
"8","2020-04-16","VLA"
"9","2020-04-16","WAL"
"9","2020-04-16","VLA"
"8","2020-04-16","VLA"
"8","2020-04-16","WAL"
"9","2020-04-16","VLA"
"7","2020-04-16","VLA"
"8","2020-04-16","VLA"
"8","2020-04-16","VLA"
"5","2020-04-16","BRU"
"8","2020-04-16","VLA"
"6","2020-04-16","VLA"
"10","2020-04-16","WAL"
"8","2020-04-16","WAL"
"7","2020-04-16","VLA"
"8","2020-04-16","VLA"
"8","2020-04-16","VLA"
"7","2020-04-16","VLA"
"8","2020-04-16","WAL"
"4","2020-04-16","VLA"
"10","2020-04-16","WAL"
"8","2020-04-16","VLA"
"9","2020-04-16","VLA"
"6","2020-04-16","WAL"
"6","2020-04-16","WAL"
"9","2020-04-16","VLA"
"6","2020-04-16","VLA"
