"nr_num_cra_providers","d_completed","cd_regio"
"68","2020-04-17","VLA"
"72","2020-04-17","VLA"
"27","2020-04-17","VLA"
"15","2020-04-17","VLA"
"44","2020-04-17","VLA"
"40","2020-04-17","VLA"
"74","2020-04-17","VLA"
"43","2020-04-17","VLA"
"74","2020-04-17","VLA"
"120","2020-04-17","VLA"
"72","2020-04-17","VLA"
"93","2020-04-17","VLA"
"47","2020-04-17","VLA"
"60","2020-04-17","VLA"
"82","2020-04-17","VLA"
"171","2020-04-17","VLA"
"50","2020-04-17","VLA"
"85","2020-04-17","VLA"
"75","2020-04-17","VLA"
"31","2020-04-17","VLA"
"100","2020-04-17","VLA"
"58","2020-04-17","VLA"
"98","2020-04-17","VLA"
"87","2020-04-17","VLA"
"69","2020-04-17","VLA"
"80","2020-04-17","VLA"
"100","2020-04-17","VLA"
"48","2020-04-17","VLA"
"110","2020-04-17","VLA"
"275","2020-04-17","VLA"
"130","2020-04-17","VLA"
"90","2020-04-17","VLA"
"22","2020-04-17","VLA"
"148","2020-04-17","VLA"
"135","2020-04-17","VLA"
"330","2020-04-17","VLA"
"25","2020-04-17","VLA"
"139","2020-04-17","VLA"
"56","2020-04-17","VLA"
"125","2020-04-17","VLA"
"77","2020-04-17","VLA"
"110","2020-04-17","VLA"
"87","2020-04-17","VLA"
"20","2020-04-17","VLA"
"39","2020-04-17","VLA"
"72","2020-04-17","VLA"
"40","2020-04-17","VLA"
"140","2020-04-17","VLA"
"50000","2020-04-17","VLA"
"74","2020-04-17","VLA"
"102","2020-04-17","VLA"
"40","2020-04-17","VLA"
"75","2020-04-17","VLA"
"95","2020-04-17","VLA"
"94","2020-04-17","VLA"
"33","2020-04-17","VLA"
"90","2020-04-17","VLA"
"36","2020-04-17","VLA"
"73","2020-04-17","VLA"
"150","2020-04-17","VLA"
"74","2020-04-17","VLA"
"55","2020-04-18","VLA"
"102","2020-04-18","VLA"
"35","2020-04-18","VLA"
"35","2020-04-18","VLA"
"60","2020-04-18","VLA"
"131","2020-04-18","VLA"
"60","2020-04-18","VLA"
"71","2020-04-18","VLA"
"85","2020-04-18","VLA"
"80","2020-04-18","VLA"
"47","2020-04-18","VLA"
"70","2020-04-18","VLA"
"275","2020-04-18","VLA"
"50","2020-04-19","VLA"
"78","2020-04-19","VLA"
"50","2020-04-19","VLA"
"70","2020-04-19","VLA"
"171","2020-04-19","VLA"
"62","2020-04-19","VLA"
"119","2020-04-19","VLA"
"114","2020-04-19","VLA"
"119","2020-04-19","VLA"
"82","2020-04-19","VLA"
"102","2020-04-19","VLA"
"40","2020-04-19","VLA"
"140","2020-04-20","VLA"
"50","2020-04-20","VLA"
"208","2020-04-20","VLA"
"70","2020-04-20","VLA"
"148","2020-04-20","VLA"
"60","2020-04-20","VLA"
"110","2020-04-20","VLA"
"25","2020-04-20","VLA"
"48","2020-04-20","VLA"
"80","2020-04-20","VLA"
"200","2020-04-20","VLA"
"75","2020-04-20","VLA"
"150","2020-04-20","VLA"
"260","2020-04-20","VLA"
"82","2020-04-20","VLA"
"31","2020-04-20","VLA"
"96","2020-04-20","VLA"
"99","2020-04-20","VLA"
"357","2020-04-20","VLA"
"28","2020-04-20","VLA"
"120","2020-04-20","VLA"
"22","2020-04-20","VLA"
"89","2020-04-20","VLA"
"75","2020-04-20","VLA"
"33","2020-04-20","VLA"
"72","2020-04-20","VLA"
"124","2020-04-20","VLA"
"38","2020-04-20","VLA"
"70","2020-04-20","VLA"
"135","2020-04-20","VLA"
"100000","2020-04-20","VLA"
"60","2020-04-20","VLA"
"77","2020-04-20","VLA"
"76","2020-04-20","VLA"
"40","2020-04-20","VLA"
"31","2020-04-20","VLA"
"92","2020-04-20","VLA"
"55","2020-04-20","VLA"
"66","2020-04-20","VLA"
"57","2020-04-20","VLA"
"75","2020-04-20","VLA"
"70","2020-04-20","VLA"
"59","2020-04-20","VLA"
"100","2020-04-20","VLA"
"94","2020-04-20","VLA"
"33.75","2020-04-20","VLA"
"155","2020-04-20","VLA"
"89","2020-04-20","VLA"
"48","2020-04-20","VLA"
"57","2020-04-20","VLA"
"86","2020-04-20","VLA"
"56","2020-04-20","VLA"
"41","2020-04-20","VLA"
"43","2020-04-20","VLA"
"22","2020-04-20","VLA"
"110","2020-04-20","VLA"
"50","2020-04-20","VLA"
"74","2020-04-20","VLA"
"63","2020-04-20","VLA"
"70","2020-04-20","VLA"
"36","2020-04-20","VLA"
"27","2020-04-20","VLA"
"47","2020-04-20","VLA"
"147","2020-04-20","VLA"
"130","2020-04-20","VLA"
"70","2020-04-20","VLA"
"63","2020-04-20","BRU"
"107","2020-04-20","VLA"
"148","2020-04-20","VLA"
"73","2020-04-20","VLA"
"50","2020-04-20","VLA"
"79","2020-04-20","VLA"
"71","2020-04-20","VLA"
"35","2020-04-20","VLA"
"150","2020-04-20","VLA"
"96","2020-04-20","VLA"
"53","2020-04-20","VLA"
"225","2020-04-20","VLA"
"86","2020-04-20","VLA"
"165","2020-04-20","VLA"
"30","2020-04-20","VLA"
"140","2020-04-20","VLA"
"154","2020-04-20","VLA"
"96","2020-04-20","VLA"
"28","2020-04-20","VLA"
"95","2020-04-20","VLA"
"60","2020-04-20","VLA"
"100","2020-04-20","VLA"
"74","2020-04-20","VLA"
"34","2020-04-20","VLA"
"80","2020-04-20","VLA"
"50","2020-04-20","VLA"
"51","2020-04-20","VLA"
"178","2020-04-20","VLA"
"136","2020-04-20","VLA"
"75","2020-04-20","VLA"
"153","2020-04-20","VLA"
"33","2020-04-20","VLA"
"135","2020-04-20","VLA"
"37","2020-04-20","VLA"
"136","2020-04-20","VLA"
"120","2020-04-20","VLA"
"114","2020-04-20","VLA"
"54","2020-04-20","VLA"
"92","2020-04-20","VLA"
"93","2020-04-20","VLA"
"82","2020-04-20","VLA"
"71","2020-04-20","VLA"
"124","2020-04-20","VLA"
"66","2020-04-20","VLA"
"72","2020-04-20","VLA"
"79","2020-04-20","VLA"
"125","2020-04-20","VLA"
"43","2020-04-20","VLA"
"41","2020-04-20","VLA"
"65","2020-04-20","VLA"
"100","2020-04-20","VLA"
"135","2020-04-20","VLA"
"30","2020-04-20","VLA"
"100","2020-04-20","VLA"
"110","2020-04-20","VLA"
"15","2020-04-20","VLA"
"50","2020-04-20","VLA"
"275","2020-04-20","VLA"
"100","2020-04-20","VLA"
"93","2020-04-20","VLA"
"70","2020-04-20","VLA"
"72","2020-04-20","VLA"
"87","2020-04-20","VLA"
"119","2020-04-20","VLA"
"95","2020-04-20","VLA"
"60","2020-04-20","VLA"
"130","2020-04-20","VLA"
"78","2020-04-20","VLA"
"98","2020-04-20","VLA"
"80","2020-04-20","VLA"
"72","2020-04-20","VLA"
"74","2020-04-20","VLA"
"25","2020-04-20","VLA"
"46","2020-04-20","VLA"
"87","2020-04-20","VLA"
"68","2020-04-20","VLA"
"50","2020-04-20","VLA"
"100","2020-04-20","VLA"
"33","2020-04-20","VLA"
"40","2020-04-20","VLA"
"27","2020-04-20","VLA"
"142","2020-04-20","VLA"
"131","2020-04-20","VLA"
"40","2020-04-20","VLA"
"75","2020-04-20","VLA"
"223","2020-04-20","VLA"
"100","2020-04-20","VLA"
"55","2020-04-20","VLA"
"245","2020-04-20","VLA"
"48","2020-04-20","VLA"
"107","2020-04-20","VLA"
"108","2020-04-20","VLA"
"20.43","2020-04-20","VLA"
"128","2020-04-20","VLA"
"117","2020-04-20","VLA"
"125","2020-04-20","VLA"
"60","2020-04-20","VLA"
"70","2020-04-20","VLA"
"80","2020-04-20","VLA"
"140","2020-04-20","VLA"
"58","2020-04-20","VLA"
"57","2020-04-20","VLA"
"104","2020-04-20","VLA"
"80","2020-04-20","VLA"
"23","2020-04-20","VLA"
"90","2020-04-20","VLA"
"74","2020-04-20","VLA"
"50","2020-04-20","VLA"
"65","2020-04-20","VLA"
"255","2020-04-20","VLA"
"51","2020-04-20","VLA"
"25","2020-04-20","VLA"
"74","2020-04-20","VLA"
"110","2020-04-20","VLA"
"93","2020-04-20","VLA"
"48","2020-04-20","VLA"
"100000","2020-04-21","VLA"
"130","2020-04-21","VLA"
"100","2020-04-21","VLA"
"60","2020-04-21","VLA"
"71","2020-04-21","VLA"
"68","2020-04-21","VLA"
"68","2020-04-21","VLA"
"122","2020-04-21","VLA"
"27","2020-04-21","VLA"
"20","2020-04-21","VLA"
"100","2020-04-21","VLA"
"25","2020-04-21","VLA"
"74","2020-04-21","VLA"
"50","2020-04-21","VLA"
"50","2020-04-21","VLA"
"112","2020-04-21","VLA"
"41","2020-04-21","VLA"
"107","2020-04-21","VLA"
"34","2020-04-21","VLA"
"75","2020-04-21","VLA"
"187","2020-04-21","VLA"
"57","2020-04-21","VLA"
"142","2020-04-21","VLA"
"110","2020-04-21","VLA"
"65","2020-04-21","VLA"
"60","2020-04-21","VLA"
"33.75","2020-04-21","VLA"
"28","2020-04-21","VLA"
"102","2020-04-21","VLA"
"56","2020-04-21","VLA"
"96","2020-04-21","VLA"
"28","2020-04-21","VLA"
"68","2020-04-21","VLA"
"33","2020-04-21","VLA"
"30","2020-04-21","VLA"
"75","2020-04-21","VLA"
"260","2020-04-21","VLA"
"82","2020-04-21","VLA"
"72","2020-04-21","VLA"
"38","2020-04-21","VLA"
"110","2020-04-21","VLA"
"36","2020-04-21","VLA"
"260","2020-04-21","VLA"
"200","2020-04-21","VLA"
"46","2020-04-21","VLA"
"31","2020-04-21","VLA"
"110","2020-04-21","VLA"
"30","2020-04-21","VLA"
"128","2020-04-21","VLA"
"98","2020-04-21","VLA"
"70","2020-04-21","VLA"
"131","2020-04-21","VLA"
"74","2020-04-21","VLA"
"255","2020-04-21","VLA"
"89","2020-04-21","VLA"
"150","2020-04-21","VLA"
"110","2020-04-21","VLA"
"100","2020-04-21","VLA"
"65","2020-04-21","VLA"
"78","2020-04-21","VLA"
"47","2020-04-21","VLA"
"55","2020-04-21","VLA"
"135","2020-04-21","VLA"
"77","2020-04-21","VLA"
"96","2020-04-21","VLA"
"108","2020-04-21","VLA"
"98","2020-04-21","VLA"
"80","2020-04-21","VLA"
"82","2020-04-21","VLA"
"57","2020-04-21","VLA"
"24","2020-04-21","VLA"
"50","2020-04-21","VLA"
"159","2020-04-21","VLA"
"80","2020-04-21","VLA"
"70","2020-04-21","VLA"
"93","2020-04-21","VLA"
"76","2020-04-21","VLA"
"73","2020-04-21","VLA"
"82","2020-04-21","VLA"
"60","2020-04-21","VLA"
"79","2020-04-21","VLA"
"133","2020-04-21","VLA"
"31","2020-04-21","VLA"
"150","2020-04-21","VLA"
"48","2020-04-21","VLA"
"93","2020-04-21","VLA"
"70","2020-04-21","VLA"
"43","2020-04-21","VLA"
"39","2020-04-21","VLA"
"178","2020-04-21","VLA"
"90","2020-04-21","VLA"
"80","2020-04-21","VLA"
"104","2020-04-21","VLA"
"25","2020-04-21","VLA"
"83","2020-04-21","VLA"
"57","2020-04-21","VLA"
"75","2020-04-21","VLA"
"51","2020-04-21","VLA"
"16.8","2020-04-21","BRU"
"95","2020-04-21","VLA"
"51","2020-04-21","VLA"
"67","2020-04-21","VLA"
"60","2020-04-21","VLA"
"246","2020-04-21","VLA"
"37","2020-04-21","VLA"
"140","2020-04-21","VLA"
"27","2020-04-21","VLA"
"75","2020-04-21","VLA"
"72","2020-04-21","VLA"
"107","2020-04-21","VLA"
"120","2020-04-21","VLA"
"38","2020-04-21","VLA"
"154","2020-04-21","VLA"
"60","2020-04-21","VLA"
"74","2020-04-21","VLA"
"96","2020-04-21","VLA"
"26","2020-04-21","VLA"
"92","2020-04-21","VLA"
"150","2020-04-21","VLA"
"275","2020-04-21","VLA"
"208","2020-04-21","VLA"
"39","2020-04-21","VLA"
"70","2020-04-21","VLA"
"70","2020-04-21","VLA"
"127","2020-04-21","VLA"
"62","2020-04-21","VLA"
"223","2020-04-21","VLA"
"110","2020-04-21","VLA"
"100","2020-04-21","VLA"
"80","2020-04-21","VLA"
"64","2020-04-21","VLA"
"48","2020-04-21","VLA"
"60","2020-04-21","VLA"
"86","2020-04-21","VLA"
"93","2020-04-21","VLA"
"155","2020-04-21","VLA"
"33","2020-04-21","VLA"
"86","2020-04-21","VLA"
"79","2020-04-21","VLA"
"225","2020-04-21","VLA"
"136","2020-04-21","VLA"
"41","2020-04-21","VLA"
"66","2020-04-21","VLA"
"96","2020-04-21","VLA"
"82","2020-04-21","VLA"
"100","2020-04-21","VLA"
"63","2020-04-21","BRU"
"139","2020-04-21","VLA"
"25","2020-04-21","VLA"
"108","2020-04-21","VLA"
"140","2020-04-21","VLA"
"140","2020-04-21","VLA"
"174","2020-04-21","VLA"
"74","2020-04-21","VLA"
"68","2020-04-21","VLA"
"87","2020-04-21","VLA"
"30.42","2020-04-21","VLA"
"72","2020-04-21","VLA"
"68","2020-04-21","VLA"
"110","2020-04-21","VLA"
"95","2020-04-21","VLA"
"75","2020-04-21","VLA"
"47","2020-04-21","VLA"
"92","2020-04-21","VLA"
"58","2020-04-21","VLA"
"48","2020-04-21","VLA"
"36","2020-04-21","VLA"
"75","2020-04-21","VLA"
"150","2020-04-21","VLA"
"63","2020-04-21","VLA"
"75","2020-04-22","VLA"
"250","2020-04-22","VLA"
"90","2020-04-22","VLA"
"80","2020-04-22","VLA"
"48","2020-04-22","VLA"
"20.43","2020-04-22","VLA"
"150","2020-04-22","VLA"
"77","2020-04-22","VLA"
"50","2020-04-22","VLA"
"83","2020-04-22","VLA"
"80","2020-04-22","VLA"
"100","2020-04-22","VLA"
"25","2020-04-22","VLA"
"168","2020-04-22","VLA"
"30","2020-04-22","VLA"
"41","2020-04-22","VLA"
"128","2020-04-22","VLA"
"120","2020-04-22","VLA"
"48","2020-04-22","VLA"
"260","2020-04-22","VLA"
"100","2020-04-22","VLA"
"40","2020-04-22","VLA"
"136","2020-04-22","VLA"
"56","2020-04-22","VLA"
"87","2020-04-22","VLA"
"37","2020-04-22","VLA"
"122","2020-04-22","VLA"
"110","2020-04-22","VLA"
"70","2020-04-22","VLA"
"40","2020-04-22","VLA"
"64","2020-04-22","VLA"
"99","2020-04-22","VLA"
"82","2020-04-22","VLA"
"55","2020-04-22","VLA"
"75","2020-04-22","VLA"
"140","2020-04-22","VLA"
"156","2020-04-22","VLA"
"110","2020-04-22","VLA"
"60","2020-04-22","VLA"
"150","2020-04-22","VLA"
"34","2020-04-22","VLA"
"357","2020-04-22","VLA"
"70","2020-04-22","VLA"
"51","2020-04-22","VLA"
"40","2020-04-22","VLA"
"110","2020-04-22","VLA"
"139","2020-04-22","VLA"
"120","2020-04-22","VLA"
"70","2020-04-22","VLA"
"145","2020-04-22","VLA"
"48","2020-04-22","VLA"
"95","2020-04-22","VLA"
"30","2020-04-22","VLA"
"67","2020-04-22","VLA"
"80","2020-04-22","VLA"
"36","2020-04-22","VLA"
"74","2020-04-22","VLA"
"102","2020-04-22","VLA"
"80","2020-04-22","VLA"
"40","2020-04-22","VLA"
"68","2020-04-22","VLA"
"52","2020-04-22","VLA"
"100","2020-04-22","VLA"
"38","2020-04-22","VLA"
"92","2020-04-22","VLA"
"108","2020-04-22","VLA"
"275","2020-04-22","VLA"
"86","2020-04-22","VLA"
"130","2020-04-22","VLA"
"40","2020-04-22","VLA"
"93","2020-04-22","VLA"
"50","2020-04-22","VLA"
"76","2020-04-22","VLA"
"41","2020-04-22","VLA"
"31","2020-04-22","VLA"
"140","2020-04-22","VLA"
"68","2020-04-22","VLA"
"51","2020-04-22","VLA"
"35","2020-04-22","VLA"
"32","2020-04-22","VLA"
"22","2020-04-22","VLA"
"74","2020-04-22","VLA"
"70","2020-04-22","VLA"
"36","2020-04-22","VLA"
"71","2020-04-22","VLA"
"246","2020-04-22","VLA"
"114","2020-04-22","VLA"
"40","2020-04-22","VLA"
"125","2020-04-22","VLA"
"135","2020-04-22","VLA"
"66","2020-04-22","VLA"
"93","2020-04-22","VLA"
"80","2020-04-22","VLA"
"82","2020-04-22","VLA"
"63","2020-04-22","BRU"
"71","2020-04-22","VLA"
"57","2020-04-22","VLA"
"125","2020-04-22","VLA"
"72","2020-04-22","VLA"
"89","2020-04-22","VLA"
"65","2020-04-22","VLA"
"110","2020-04-22","VLA"
"100","2020-04-22","VLA"
"220","2020-04-22","VLA"
"70","2020-04-22","VLA"
"60","2020-04-22","VLA"
"136","2020-04-22","VLA"
"110","2020-04-22","VLA"
"32","2020-04-22","VLA"
"178","2020-04-22","VLA"
"40","2020-04-22","VLA"
"135","2020-04-22","VLA"
"100","2020-04-22","VLA"
"90","2020-04-22","VLA"
"250","2020-04-22","VLA"
"55","2020-04-22","VLA"
"225","2020-04-22","VLA"
"107","2020-04-22","VLA"
"60","2020-04-22","VLA"
"27","2020-04-22","VLA"
"171","2020-04-22","VLA"
"600","2020-04-22","VLA"
"57","2020-04-22","VLA"
"68","2020-04-22","VLA"
"187","2020-04-22","VLA"
"159","2020-04-22","VLA"
"96","2020-04-22","VLA"
"74","2020-04-22","VLA"
"148","2020-04-22","VLA"
"58","2020-04-22","VLA"
"255","2020-04-22","VLA"
"82","2020-04-22","VLA"
"23","2020-04-22","VLA"
"48","2020-04-22","VLA"
"43","2020-04-22","VLA"
"33.75","2020-04-22","VLA"
"154","2020-04-22","VLA"
"193","2020-04-22","VLA"
"68","2020-04-22","VLA"
"71","2020-04-22","VLA"
"28","2020-04-22","VLA"
"96","2020-04-22","VLA"
"47","2020-04-22","VLA"
"107","2020-04-22","VLA"
"70","2020-04-22","VLA"
"75","2020-04-22","VLA"
"31","2020-04-22","VLA"
"118","2020-04-22","VLA"
"63","2020-04-22","VLA"
"110","2020-04-22","VLA"
"78","2020-04-22","VLA"
"25","2020-04-22","VLA"
"96","2020-04-22","VLA"
"74","2020-04-22","VLA"
"72","2020-04-22","VLA"
"101","2020-04-22","VLA"
"30","2020-04-22","VLA"
"50","2020-04-22","VLA"
"100000","2020-04-22","VLA"
"96","2020-04-22","VLA"
"119","2020-04-22","VLA"
"33","2020-04-22","VLA"
"24","2020-04-22","VLA"
"60","2020-04-22","VLA"
"200","2020-04-22","VLA"
"100","2020-04-22","VLA"
"174","2020-04-22","VLA"
"100","2020-04-22","VLA"
"124","2020-04-22","VLA"
"100","2020-04-22","VLA"
"98","2020-04-22","VLA"
"32","2020-04-22","WAL"
"60","2020-04-22","VLA"
"46","2020-04-22","VLA"
"57","2020-04-22","VLA"
"124","2020-04-22","VLA"
"41","2020-04-22","VLA"
"130","2020-04-22","VLA"
"34","2020-04-22","VLA"
"52","2020-04-22","VLA"
"223","2020-04-22","VLA"
"96","2020-04-22","VLA"
"39","2020-04-22","VLA"
"41","2020-04-23","VLA"
"38","2020-04-23","VLA"
"100","2020-04-23","VLA"
"82","2020-04-23","VLA"
"60","2020-04-23","VLA"
"168","2020-04-23","VLA"
"59","2020-04-23","VLA"
"60","2020-04-23","VLA"
"30","2020-04-23","VLA"
"22","2020-04-23","VLA"
"38","2020-04-23","VLA"
"120","2020-04-23","VLA"
"71","2020-04-23","VLA"
"43","2020-04-23","VLA"
"72","2020-04-23","VLA"
"68","2020-04-23","VLA"
"12","2020-04-23","VLA"
"70","2020-04-23","VLA"
"178","2020-04-23","VLA"
"135","2020-04-23","VLA"
"150","2020-04-23","VLA"
"110","2020-04-23","VLA"
"107","2020-04-23","VLA"
"136","2020-04-23","VLA"
"57","2020-04-23","VLA"
"59","2020-04-23","VLA"
"55","2020-04-23","VLA"
"39","2020-04-23","VLA"
"47","2020-04-23","VLA"
"225","2020-04-23","VLA"
"70","2020-04-23","VLA"
"77","2020-04-23","VLA"
"50","2020-04-23","VLA"
"155","2020-04-23","VLA"
"90","2020-04-23","VLA"
"100","2020-04-23","VLA"
"90","2020-04-23","VLA"
"100000","2020-04-23","VLA"
"33","2020-04-23","VLA"
"82","2020-04-23","VLA"
"93","2020-04-23","VLA"
"60","2020-04-23","VLA"
"43","2020-04-23","VLA"
"68","2020-04-23","VLA"
"145","2020-04-23","VLA"
"89","2020-04-23","VLA"
"96","2020-04-23","VLA"
"31","2020-04-23","VLA"
"48","2020-04-23","VLA"
"22","2020-04-23","VLA"
"40","2020-04-23","VLA"
"80","2020-04-23","VLA"
"46","2020-04-23","VLA"
"52","2020-04-23","VLA"
"100","2020-04-23","VLA"
"36","2020-04-23","VLA"
"40","2020-04-23","VLA"
"87","2020-04-23","VLA"
"85","2020-04-23","VLA"
"25","2020-04-23","VLA"
"38","2020-04-23","VLA"
"24","2020-04-23","VLA"
"68","2020-04-23","VLA"
"48","2020-04-23","VLA"
"74","2020-04-23","VLA"
"42","2020-04-23","VLA"
"142","2020-04-23","VLA"
"74","2020-04-23","VLA"
"57","2020-04-23","VLA"
"75","2020-04-23","VLA"
"66","2020-04-23","VLA"
"33.75","2020-04-23","VLA"
"93","2020-04-23","VLA"
"180","2020-04-23","VLA"
"70","2020-04-23","VLA"
"112","2020-04-23","VLA"
"154","2020-04-23","VLA"
"104","2020-04-23","VLA"
"96","2020-04-23","VLA"
"75","2020-04-23","VLA"
"128","2020-04-23","VLA"
"28","2020-04-23","VLA"
"80","2020-04-23","VLA"
"67","2020-04-23","VLA"
"45","2020-04-23","VLA"
"142","2020-04-23","VLA"
"139","2020-04-23","VLA"
"80","2020-04-23","VLA"
"93","2020-04-23","VLA"
"80","2020-04-23","VLA"
"34","2020-04-23","VLA"
"148","2020-04-23","VLA"
"51","2020-04-23","VLA"
"187","2020-04-23","VLA"
"98","2020-04-23","VLA"
"25","2020-04-23","VLA"
"120","2020-04-23","VLA"
"255","2020-04-23","VLA"
"100","2020-04-23","VLA"
"31","2020-04-23","VLA"
"150","2020-04-23","VLA"
"106","2020-04-23","VLA"
"83","2020-04-23","VLA"
"30.42","2020-04-23","VLA"
"110","2020-04-23","VLA"
"131","2020-04-23","VLA"
"76","2020-04-23","VLA"
"48","2020-04-23","VLA"
"150","2020-04-23","VLA"
"25","2020-04-23","VLA"
"125","2020-04-23","VLA"
"66","2020-04-23","VLA"
"95","2020-04-23","VLA"
"114","2020-04-23","VLA"
"28","2020-04-23","VLA"
"107","2020-04-23","VLA"
"159","2020-04-23","VLA"
"93","2020-04-23","VLA"
"72","2020-04-23","VLA"
"100","2020-04-23","VLA"
"35","2020-04-23","VLA"
"155","2020-04-23","VLA"
"140","2020-04-23","VLA"
"74","2020-04-23","VLA"
"86","2020-04-23","VLA"
"75","2020-04-23","VLA"
"18.25","2020-04-23","VLA"
"90","2020-04-23","VLA"
"92","2020-04-24","VLA"
"70","2020-04-24","VLA"
"57","2020-04-24","VLA"
"32","2020-04-24","WAL"
"79","2020-04-24","VLA"
"122","2020-04-24","VLA"
"117","2020-04-24","VLA"
"36","2020-04-24","VLA"
"72","2020-04-24","VLA"
"74","2020-04-24","VLA"
"80","2020-04-24","VLA"
"74","2020-04-24","VLA"
"100","2020-04-24","VLA"
"64","2020-04-24","VLA"
"58","2020-04-24","VLA"
"37","2020-04-24","VLA"
"16.6","2020-04-24","VLA"
"70","2020-04-24","VLA"
"159","2020-04-24","VLA"
"60","2020-04-24","VLA"
"100","2020-04-24","VLA"
"120","2020-04-24","VLA"
"107","2020-04-24","VLA"
"48","2020-04-24","VLA"
"110","2020-04-24","VLA"
"33.75","2020-04-24","VLA"
"110","2020-04-24","VLA"
"77","2020-04-24","VLA"
"28","2020-04-24","VLA"
"41","2020-04-24","VLA"
"50","2020-04-24","VLA"
"22","2020-04-24","VLA"
"60","2020-04-24","VLA"
"68","2020-04-24","VLA"
"70","2020-04-24","VLA"
"89","2020-04-24","VLA"
"92","2020-04-24","VLA"
"47","2020-04-24","VLA"
"139","2020-04-24","VLA"
"68","2020-04-24","VLA"
"60","2020-04-24","VLA"
"154","2020-04-24","VLA"
"130","2020-04-24","VLA"
"72","2020-04-24","VLA"
"90","2020-04-24","VLA"
"50","2020-04-24","VLA"
"100","2020-04-24","VLA"
"74","2020-04-25","VLA"
"159","2020-04-25","VLA"
"8","2020-04-25","BRU"
"71","2020-04-26","VLA"
"80","2020-04-26","VLA"
"159","2020-04-26","VLA"
"100000","2020-04-26","VLA"
"25","2020-04-27","VLA"
"104","2020-04-27","VLA"
"74","2020-04-27","VLA"
"39","2020-04-27","VLA"
"150","2020-04-27","VLA"
"71","2020-04-27","VLA"
"200","2020-04-27","VLA"
"80","2020-04-27","VLA"
"135","2020-04-27","VLA"
"55","2020-04-27","VLA"
"40","2020-04-27","VLA"
"70","2020-04-27","VLA"
"155","2020-04-27","VLA"
"74","2020-04-27","VLA"
"57","2020-04-27","VLA"
"60","2020-04-27","VLA"
"90","2020-04-27","VLA"
"135","2020-04-27","VLA"
"150","2020-04-27","VLA"
"171","2020-04-27","VLA"
"75","2020-04-27","VLA"
"96","2020-04-27","VLA"
"187","2020-04-27","VLA"
"59","2020-04-27","VLA"
"60","2020-04-27","VLA"
"60","2020-04-27","VLA"
"92","2020-04-27","VLA"
"58","2020-04-27","VLA"
"75","2020-04-27","VLA"
"70","2020-04-27","VLA"
"76","2020-04-27","VLA"
"92","2020-04-27","VLA"
"80","2020-04-27","VLA"
"48","2020-04-27","VLA"
"72","2020-04-27","VLA"
"101","2020-04-27","VLA"
"50","2020-04-27","VLA"
"93","2020-04-27","VLA"
"41","2020-04-27","VLA"
"145","2020-04-27","VLA"
"71","2020-04-27","VLA"
"68","2020-04-27","VLA"
"170","2020-04-27","VLA"
"71","2020-04-27","VLA"
"140","2020-04-27","VLA"
"130","2020-04-27","VLA"
"178","2020-04-27","VLA"
"50","2020-04-27","VLA"
"75","2020-04-27","VLA"
"56","2020-04-27","VLA"
"50","2020-04-27","VLA"
"100","2020-04-27","VLA"
"135","2020-04-27","VLA"
"80","2020-04-27","VLA"
"107","2020-04-27","VLA"
"200","2020-04-27","VLA"
"40","2020-04-27","VLA"
"70","2020-04-27","VLA"
"73","2020-04-27","VLA"
"110","2020-04-27","VLA"
"151","2020-04-27","VLA"
"83","2020-04-27","VLA"
"80","2020-04-27","VLA"
"100","2020-04-27","VLA"
"131","2020-04-27","VLA"
"100","2020-04-27","VLA"
"67","2020-04-27","VLA"
"150","2020-04-27","VLA"
"38","2020-04-27","VLA"
"82","2020-04-27","VLA"
"45","2020-04-27","VLA"
"88","2020-04-27","VLA"
"246","2020-04-27","VLA"
"136","2020-04-27","VLA"
"34","2020-04-27","VLA"
"28","2020-04-27","VLA"
"68","2020-04-27","VLA"
"100","2020-04-27","VLA"
"50","2020-04-27","VLA"
"100000","2020-04-27","VLA"
"100","2020-04-27","VLA"
"155","2020-04-27","VLA"
"38","2020-04-27","VLA"
"48","2020-04-27","VLA"
"65","2020-04-27","VLA"
"70","2020-04-27","VLA"
"173","2020-04-27","VLA"
"46","2020-04-27","VLA"
"60","2020-04-27","VLA"
"60","2020-04-27","VLA"
"124","2020-04-27","VLA"
"59","2020-04-27","VLA"
"98","2020-04-27","VLA"
"63","2020-04-27","VLA"
"99","2020-04-27","VLA"
"76","2020-04-27","VLA"
"124","2020-04-27","VLA"
"115","2020-04-27","VLA"
"57","2020-04-27","VLA"
"96","2020-04-27","VLA"
"120","2020-04-27","VLA"
"102","2020-04-27","VLA"
"34","2020-04-27","VLA"
"100000","2020-04-27","VLA"
"68","2020-04-27","VLA"
"74","2020-04-27","VLA"
"68","2020-04-27","VLA"
"52","2020-04-27","VLA"
"140","2020-04-27","VLA"
"80","2020-04-27","VLA"
"36","2020-04-27","VLA"
"32","2020-04-27","WAL"
"89","2020-04-27","VLA"
"33.75","2020-04-27","VLA"
"57","2020-04-27","VLA"
"193","2020-04-27","VLA"
"58","2020-04-27","VLA"
"37","2020-04-27","VLA"
"107","2020-04-27","VLA"
"50","2020-04-27","VLA"
"43","2020-04-27","VLA"
"96","2020-04-27","VLA"
"66","2020-04-27","VLA"
"110","2020-04-27","VLA"
"112","2020-04-27","VLA"
"148","2020-04-27","VLA"
