"cd_pharmacy_patient_warranty","d_completed","cd_regio"
"2","2020-03-27","WAL"
"2","2020-03-27","VLA"
"2","2020-03-27","WAL"
"2","2020-03-27","VLA"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","BRU"
"2","2020-03-27","BRU"
"2","2020-03-27","BRU"
"2","2020-03-27","BRU"
"2","2020-03-27","BRU"
"2","2020-03-27","BRU"
"2","2020-03-27","BRU"
"2","2020-03-27","BRU"
"2","2020-03-27","BRU"
"2","2020-03-27","BRU"
"2","2020-03-27","BRU"
"2","2020-03-27","BRU"
"2","2020-03-27","BRU"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","WAL"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"2","2020-03-27","VLA"
"3","2020-03-27","WAL"
"3","2020-03-27","BRU"
"3","2020-03-27","BRU"
"3","2020-03-27","VLA"
"3","2020-03-27","WAL"
"3","2020-03-27","VLA"
"3","2020-03-27","VLA"
"3","2020-03-27","VLA"
"Patients sont invités à klaxonner s'ils sont malades","2020-03-27","WAL"
"délivrance traditionnelle sauf exception","2020-03-27","WAL"
"niet van toepassing","2020-03-27","BRU"
"1","2020-03-28","BRU"
"1","2020-03-28","BRU"
"1","2020-03-28","BRU"
"1","2020-03-28","BRU"
"1","2020-03-28","VLA"
"1","2020-03-28","VLA"
"1","2020-03-28","VLA"
"1","2020-03-28","VLA"
"1","2020-03-28","VLA"
"1","2020-03-28","VLA"
"1","2020-03-28","VLA"
"1","2020-03-28","VLA"
"1","2020-03-28","WAL"
"1","2020-03-28","VLA"
"1","2020-03-28","VLA"
"1","2020-03-28","VLA"
"1","2020-03-28","BRU"
"1","2020-03-28","BRU"
"1","2020-03-28","WAL"
"1","2020-03-28","VLA"
"1","2020-03-28","VLA"
"1","2020-03-28","VLA"
"1","2020-03-28","VLA"
"2","2020-03-28","VLA"
"2","2020-03-28","VLA"
"2","2020-03-28","VLA"
"2","2020-03-28","VLA"
"2","2020-03-28","WAL"
"2","2020-03-28","BRU"
"2","2020-03-28","BRU"
"2","2020-03-28","BRU"
"2","2020-03-28","WAL"
"2","2020-03-28","VLA"
"2","2020-03-28","VLA"
"2","2020-03-28","VLA"
"2","2020-03-28","VLA"
"2","2020-03-28","VLA"
"2","2020-03-28","WAL"
"2","2020-03-28","WAL"
"2","2020-03-28","VLA"
"2","2020-03-28","VLA"
"2","2020-03-28","VLA"
"2","2020-03-28","BRU"
"2","2020-03-28","BRU"
"2","2020-03-28","BRU"
"2","2020-03-28","BRU"
"1","2020-03-29","BRU"
"1","2020-03-29","BRU"
"1","2020-03-29","VLA"
"1","2020-03-29","VLA"
"1","2020-03-29","VLA"
"1","2020-03-29","WAL"
"1","2020-03-29","VLA"
"1","2020-03-29","BRU"
"1","2020-03-29","BRU"
"1","2020-03-29","WAL"
"1","2020-03-29","WAL"
"1","2020-03-29","VLA"
"1","2020-03-29","VLA"
"1","2020-03-29","VLA"
"1","2020-03-29","VLA"
"2","2020-03-29","VLA"
"2","2020-03-29","VLA"
"2","2020-03-29","VLA"
"2","2020-03-29","VLA"
"2","2020-03-29","WAL"
"2","2020-03-29","WAL"
"2","2020-03-29","BRU"
"2","2020-03-29","BRU"
"2","2020-03-29","VLA"
"2","2020-03-29","WAL"
"2","2020-03-29","WAL"
"2","2020-03-29","VLA"
"2","2020-03-29","VLA"
"2","2020-03-29","BRU"
"2","2020-03-29","BRU"
"2","2020-03-29","BRU"
"3","2020-03-29","BRU"
"Les délivrances au domicile sont possible après contact par mail.","2020-03-29","WAL"
"afhaalmoment om de 5 min. na sluitingsuren tussen 19 en 20 u voor bestellingen maar ook voor mensen die om gezondheidsredenen niet kunnen of willen buiten aanschuiven overdag. Aanreiken van een chirurgisch mondmasker aan hoestende of niezende patienten.","2020-03-29","VLA"
"1","2020-03-30","WAL"
"1","2020-03-30","WAL"
"1","2020-03-30","WAL"
"1","2020-03-30","WAL"
"1","2020-03-30","WAL"
"1","2020-03-30","BRU"
"1","2020-03-30","WAL"
"1","2020-03-30","VLA"
"1","2020-03-30","BRU"
"1","2020-03-30","BRU"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","WAL"
"1","2020-03-30","WAL"
"1","2020-03-30","WAL"
"1","2020-03-30","WAL"
"1","2020-03-30","WAL"
"1","2020-03-30","WAL"
"1","2020-03-30","WAL"
"1","2020-03-30","WAL"
"1","2020-03-30","VLA"
"2","2020-03-30","VLA"
"2","2020-03-30","WAL"
"2","2020-03-30","WAL"
"2","2020-03-30","WAL"
"2","2020-03-30","WAL"
"2","2020-03-30","WAL"
"2","2020-03-30","WAL"
"2","2020-03-30","WAL"
"2","2020-03-30","WAL"
"2","2020-03-30","WAL"
"2","2020-03-30","WAL"
"2","2020-03-30","WAL"
"2","2020-03-30","VLA"
"2","2020-03-30","VLA"
"2","2020-03-30","BRU"
"2","2020-03-30","BRU"
"2","2020-03-30","BRU"
"2","2020-03-30","VLA"
"2","2020-03-30","VLA"
"2","2020-03-30","WAL"
"2","2020-03-30","WAL"
"2","2020-03-30","WAL"
"2","2020-03-30","WAL"
"2","2020-03-30","BRU"
"2","2020-03-30","WAL"
"2","2020-03-30","WAL"
"2","2020-03-30","WAL"
"2","2020-03-30","WAL"
"2","2020-03-30","WAL"
"2","2020-03-30","VLA"
"2","2020-03-30","VLA"
"3","2020-03-30","WAL"
"3","2020-03-30","WAL"
"Appel au service d'aide pour les livraisons mis en place par l'administration communale","2020-03-30","WAL"
"Les patients se déplacent à l'officine","2020-03-30","WAL"
"les patients viennent recuperer leurs medicaments. on ne se deplace pas car le personnel est en 40aine","2020-03-30","WAL"
"pas de malade dans l'officine , mais un commissionnaire","2020-03-30","WAL"
"zieke patienten of patienten met een ziek familielid worden via het wachtluik bediend","2020-03-30","VLA"
"1","2020-03-31","WAL"
"1","2020-03-31","WAL"
"1","2020-03-31","WAL"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","WAL"
"1","2020-03-31","WAL"
"1","2020-03-31","WAL"
"1","2020-03-31","WAL"
"1","2020-03-31","WAL"
"1","2020-03-31","WAL"
"1","2020-03-31","WAL"
"1","2020-03-31","WAL"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"2","2020-03-31","VLA"
"2","2020-03-31","VLA"
"2","2020-03-31","VLA"
"2","2020-03-31","WAL"
"2","2020-03-31","WAL"
"2","2020-03-31","WAL"
"2","2020-03-31","WAL"
"2","2020-03-31","WAL"
"2","2020-03-31","WAL"
"2","2020-03-31","WAL"
"2","2020-03-31","WAL"
"2","2020-03-31","WAL"
"2","2020-03-31","WAL"
"2","2020-03-31","VLA"
"2","2020-03-31","VLA"
"2","2020-03-31","VLA"
"2","2020-03-31","WAL"
"2","2020-03-31","WAL"
"3","2020-03-31","WAL"
"nous prenons soin de chacun et avons aménagé les horaires vu que nous avons dû écarter deux personnes pour cause de risques de santé","2020-03-31","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","BRU"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","BRU"
"1","2020-04-01","WAL"
"1","2020-04-01","BRU"
"1","2020-04-01","WAL"
"1","2020-04-01","WAL"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","BRU"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","VLA"
"2","2020-04-01","WAL"
"2","2020-04-01","VLA"
"2","2020-04-01","BRU"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","VLA"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","BRU"
"2","2020-04-01","WAL"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","VLA"
"2","2020-04-01","WAL"
"2","2020-04-01","VLA"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
