"cd_pharmacy_measures","d_completed","cd_regio"
"10","2020-04-02","WAL"
"10","2020-04-02","VLA"
"10","2020-04-02","VLA"
"10","2020-04-02","VLA"
"10","2020-04-02","VLA"
"10","2020-04-02","VLA"
"10","2020-04-02","VLA"
"10","2020-04-02","VLA"
"10","2020-04-02","VLA"
"10","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","WAL"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","BRU"
"11","2020-04-02","BRU"
"11","2020-04-02","BRU"
"11","2020-04-02","BRU"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","BRU"
"11","2020-04-02","BRU"
"11","2020-04-02","BRU"
"11","2020-04-02","BRU"
"11","2020-04-02","BRU"
"11","2020-04-02","BRU"
"11","2020-04-02","BRU"
"11","2020-04-02","BRU"
"11","2020-04-02","BRU"
"11","2020-04-02","BRU"
"11","2020-04-02","BRU"
"11","2020-04-02","BRU"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","WAL"
"11","2020-04-02","BRU"
"11","2020-04-02","WAL"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"11","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","WAL"
"12","2020-04-02","BRU"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","BRU"
"12","2020-04-02","BRU"
"12","2020-04-02","BRU"
"12","2020-04-02","BRU"
"12","2020-04-02","BRU"
"12","2020-04-02","BRU"
"12","2020-04-02","BRU"
"12","2020-04-02","BRU"
"12","2020-04-02","BRU"
"12","2020-04-02","BRU"
"12","2020-04-02","BRU"
"12","2020-04-02","BRU"
"12","2020-04-02","BRU"
"12","2020-04-02","BRU"
"12","2020-04-02","BRU"
"12","2020-04-02","BRU"
"12","2020-04-02","VLA"
"12","2020-04-02","BRU"
"12","2020-04-02","BRU"
"12","2020-04-02","BRU"
"12","2020-04-02","BRU"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","WAL"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"12","2020-04-02","VLA"
"13","2020-04-02","VLA"
"13","2020-04-02","VLA"
"13","2020-04-02","VLA"
"13","2020-04-02","VLA"
"13","2020-04-02","VLA"
"13","2020-04-02","VLA"
"13","2020-04-02","VLA"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","VLA"
"13","2020-04-02","VLA"
"13","2020-04-02","VLA"
"13","2020-04-02","VLA"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","VLA"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","VLA"
"13","2020-04-02","BRU"
"13","2020-04-02","BRU"
"13","2020-04-02","BRU"
"13","2020-04-02","BRU"
"13","2020-04-02","BRU"
"13","2020-04-02","BRU"
"13","2020-04-02","BRU"
"13","2020-04-02","BRU"
"13","2020-04-02","BRU"
"13","2020-04-02","BRU"
"13","2020-04-02","BRU"
"13","2020-04-02","BRU"
"13","2020-04-02","BRU"
"13","2020-04-02","VLA"
"13","2020-04-02","WAL"
"13","2020-04-02","WAL"
"13","2020-04-02","VLA"
"13","2020-04-02","VLA"
"13","2020-04-02","VLA"
"13","2020-04-02","VLA"
"13","2020-04-02","VLA"
"13","2020-04-02","VLA"
"13","2020-04-02","VLA"
"13","2020-04-02","VLA"
"13","2020-04-02","VLA"
"13","2020-04-02","VLA"
"13","2020-04-02","VLA"
"13","2020-04-02","VLA"
"13","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","VLA"
"14","2020-04-02","BRU"
"14","2020-04-02","WAL"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","BRU"
"14","2020-04-02","BRU"
"14","2020-04-02","BRU"
"14","2020-04-02","BRU"
"14","2020-04-02","BRU"
"14","2020-04-02","BRU"
"14","2020-04-02","BRU"
"14","2020-04-02","BRU"
"14","2020-04-02","BRU"
"14","2020-04-02","BRU"
"14","2020-04-02","BRU"
"14","2020-04-02","BRU"
"14","2020-04-02","BRU"
"14","2020-04-02","BRU"
"14","2020-04-02","BRU"
"14","2020-04-02","BRU"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","BRU"
"14","2020-04-02","BRU"
"14","2020-04-02","BRU"
"14","2020-04-02","BRU"
"14","2020-04-02","BRU"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","WAL"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"14","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","VLA"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","WAL"
"2","2020-04-02","VLA"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","VLA"
"3","2020-04-02","WAL"
"3","2020-04-02","BRU"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","BRU"
"3","2020-04-02","BRU"
"3","2020-04-02","BRU"
"3","2020-04-02","BRU"
"3","2020-04-02","BRU"
"3","2020-04-02","BRU"
"3","2020-04-02","BRU"
"3","2020-04-02","BRU"
"3","2020-04-02","BRU"
"3","2020-04-02","BRU"
"3","2020-04-02","BRU"
"3","2020-04-02","BRU"
"3","2020-04-02","BRU"
"3","2020-04-02","BRU"
"3","2020-04-02","BRU"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","BRU"
"3","2020-04-02","BRU"
"3","2020-04-02","BRU"
"3","2020-04-02","BRU"
"3","2020-04-02","BRU"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","BRU"
"4","2020-04-02","BRU"
"4","2020-04-02","BRU"
"4","2020-04-02","BRU"
"4","2020-04-02","BRU"
"4","2020-04-02","BRU"
"4","2020-04-02","BRU"
"4","2020-04-02","BRU"
"4","2020-04-02","BRU"
"4","2020-04-02","BRU"
"4","2020-04-02","BRU"
"4","2020-04-02","BRU"
"4","2020-04-02","BRU"
"4","2020-04-02","BRU"
"4","2020-04-02","BRU"
"4","2020-04-02","BRU"
"4","2020-04-02","BRU"
"4","2020-04-02","BRU"
"4","2020-04-02","BRU"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","BRU"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","WAL"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
"4","2020-04-02","VLA"
