"cd_measures","d_completed","cd_regio"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"2","2020-04-09","VLA"
"2","2020-04-09","VLA"
"2","2020-04-09","VLA"
"2","2020-04-09","VLA"
"2","2020-04-09","VLA"
"2","2020-04-09","VLA"
"2","2020-04-09","VLA"
"2","2020-04-09","VLA"
"2","2020-04-09","VLA"
"2","2020-04-09","VLA"
"2","2020-04-09","VLA"
"3","2020-04-09","VLA"
"3","2020-04-09","VLA"
"3","2020-04-09","VLA"
"3","2020-04-09","VLA"
"3","2020-04-09","VLA"
"3","2020-04-09","VLA"
"3","2020-04-09","VLA"
"3","2020-04-09","VLA"
"3","2020-04-09","VLA"
"3","2020-04-09","VLA"
"3","2020-04-09","VLA"
"4","2020-04-09","VLA"
"4","2020-04-09","VLA"
"4","2020-04-09","VLA"
"4","2020-04-09","VLA"
"4","2020-04-09","VLA"
"4","2020-04-09","VLA"
"5","2020-04-09","VLA"
"5","2020-04-09","VLA"
"6","2020-04-09","VLA"
"6","2020-04-09","VLA"
"6","2020-04-09","VLA"
"6","2020-04-09","VLA"
"6","2020-04-09","VLA"
"6","2020-04-09","VLA"
"6","2020-04-09","VLA"
"6","2020-04-09","VLA"
"6","2020-04-09","VLA"
"6","2020-04-09","VLA"
"6","2020-04-09","VLA"
"ELK GEZIN HEEFT EEN PERSOONLIJKE WEEGDOEK VOOR DE BABY","2020-04-09","VLA"
"Per huisbezoek maak ik 1 zak met benodigd materiaal, de zak behandel ik separaat; alle overbodige spullen blijven in de auto.","2020-04-09","VLA"
"We hebben een duidelijk protocol dat gecommuniceerd wordt via website/Facebook/mailhandtekening. We doen zo veel als mogelijk video-consulten","2020-04-09","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"2","2020-04-10","VLA"
"2","2020-04-10","VLA"
"2","2020-04-10","VLA"
"3","2020-04-10","VLA"
"3","2020-04-10","VLA"
"3","2020-04-10","VLA"
"4","2020-04-10","VLA"
"4","2020-04-10","VLA"
"5","2020-04-10","VLA"
"5","2020-04-10","VLA"
"5","2020-04-10","VLA"
"6","2020-04-10","VLA"
"6","2020-04-10","VLA"
"6","2020-04-10","VLA"
"1","2020-04-13","VLA"
"1","2020-04-13","VLA"
"1","2020-04-13","VLA"
"1","2020-04-13","VLA"
"1","2020-04-13","VLA"
"1","2020-04-13","VLA"
"1","2020-04-13","VLA"
"1","2020-04-13","VLA"
"1","2020-04-13","VLA"
"1","2020-04-13","VLA"
"1","2020-04-13","VLA"
"1 teamlid aangesteld om bij gekende Covid positieve bevallen mama's op huisbezoek te gaan indien fysiek huisbezoek noodzakelijk","2020-04-13","VLA"
"2","2020-04-13","VLA"
"2","2020-04-13","VLA"
"2","2020-04-13","VLA"
"2","2020-04-13","VLA"
"2","2020-04-13","VLA"
"2","2020-04-13","VLA"
"2","2020-04-13","VLA"
"2","2020-04-13","VLA"
"2","2020-04-13","VLA"
"2","2020-04-13","VLA"
"2","2020-04-13","VLA"
"2","2020-04-13","VLA"
"2","2020-04-13","VLA"
"2","2020-04-13","VLA"
"2","2020-04-13","VLA"
"2","2020-04-13","VLA"
"2","2020-04-13","VLA"
"2","2020-04-13","VLA"
"2","2020-04-13","VLA"
"2","2020-04-13","VLA"
"2","2020-04-13","VLA"
"3","2020-04-13","VLA"
"3","2020-04-13","VLA"
"3","2020-04-13","VLA"
"3","2020-04-13","VLA"
"3","2020-04-13","VLA"
"3","2020-04-13","VLA"
"3","2020-04-13","VLA"
"3","2020-04-13","VLA"
"3","2020-04-13","VLA"
"3","2020-04-13","VLA"
"3","2020-04-13","VLA"
"3","2020-04-13","VLA"
"3","2020-04-13","VLA"
"3","2020-04-13","VLA"
"3","2020-04-13","VLA"
"3","2020-04-13","VLA"
"3","2020-04-13","VLA"
"3","2020-04-13","VLA"
"3","2020-04-13","VLA"
"3","2020-04-13","VLA"
"3","2020-04-13","VLA"
"4","2020-04-13","VLA"
"4","2020-04-13","VLA"
"4","2020-04-13","VLA"
"4","2020-04-13","VLA"
"4","2020-04-13","VLA"
"4","2020-04-13","VLA"
"4","2020-04-13","VLA"
"4","2020-04-13","VLA"
"4","2020-04-13","VLA"
"4","2020-04-13","VLA"
"4","2020-04-13","VLA"
"4","2020-04-13","VLA"
"4","2020-04-13","VLA"
"4","2020-04-13","VLA"
"4","2020-04-13","VLA"
"4","2020-04-13","VLA"
"4","2020-04-13","VLA"
"4","2020-04-13","VLA"
"5","2020-04-13","VLA"
"5","2020-04-13","VLA"
"5","2020-04-13","VLA"
"5","2020-04-13","VLA"
"5","2020-04-13","VLA"
"5","2020-04-13","VLA"
"5","2020-04-13","VLA"
"5","2020-04-13","VLA"
"5","2020-04-13","VLA"
"5","2020-04-13","VLA"
"5","2020-04-13","VLA"
"5","2020-04-13","VLA"
"6","2020-04-13","VLA"
"6","2020-04-13","VLA"
"6","2020-04-13","VLA"
"6","2020-04-13","VLA"
"6","2020-04-13","VLA"
"6","2020-04-13","VLA"
"6","2020-04-13","VLA"
"6","2020-04-13","VLA"
"6","2020-04-13","VLA"
"6","2020-04-13","VLA"
"6","2020-04-13","VLA"
"6","2020-04-13","VLA"
"6","2020-04-13","VLA"
"6","2020-04-13","VLA"
"6","2020-04-13","VLA"
"6","2020-04-13","VLA"
"6","2020-04-13","VLA"
"6","2020-04-13","VLA"
"6","2020-04-13","VLA"
"6","2020-04-13","VLA"
"6","2020-04-13","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","BRU"
"1","2020-04-15","VLA"
"2","2020-04-15","VLA"
"2","2020-04-15","BRU"
"2","2020-04-15","VLA"
"2","2020-04-15","VLA"
"2","2020-04-15","VLA"
"2","2020-04-15","VLA"
"2","2020-04-15","VLA"
"2","2020-04-15","VLA"
"2","2020-04-15","VLA"
"2","2020-04-15","VLA"
"2","2020-04-15","VLA"
"2","2020-04-15","VLA"
"2","2020-04-15","VLA"
"2","2020-04-15","VLA"
"2","2020-04-15","VLA"
"2","2020-04-15","VLA"
"3","2020-04-15","VLA"
"3","2020-04-15","VLA"
"3","2020-04-15","VLA"
"3","2020-04-15","VLA"
"3","2020-04-15","VLA"
"3","2020-04-15","VLA"
"3","2020-04-15","VLA"
"3","2020-04-15","VLA"
"3","2020-04-15","VLA"
"3","2020-04-15","VLA"
"3","2020-04-15","VLA"
"3","2020-04-15","VLA"
"3","2020-04-15","VLA"
"3","2020-04-15","VLA"
"3","2020-04-15","BRU"
"3","2020-04-15","VLA"
"4","2020-04-15","VLA"
"4","2020-04-15","BRU"
"4","2020-04-15","VLA"
"4","2020-04-15","VLA"
"4","2020-04-15","VLA"
"4","2020-04-15","VLA"
"4","2020-04-15","VLA"
"4","2020-04-15","VLA"
"4","2020-04-15","VLA"
"4","2020-04-15","VLA"
"4","2020-04-15","VLA"
"4","2020-04-15","VLA"
"4","2020-04-15","VLA"
"5","2020-04-15","VLA"
"5","2020-04-15","VLA"
"5","2020-04-15","VLA"
"5","2020-04-15","VLA"
"5","2020-04-15","VLA"
"5","2020-04-15","BRU"
"5","2020-04-15","VLA"
"6","2020-04-15","VLA"
"6","2020-04-15","BRU"
"6","2020-04-15","VLA"
"6","2020-04-15","VLA"
"6","2020-04-15","VLA"
"6","2020-04-15","VLA"
"6","2020-04-15","VLA"
"6","2020-04-15","VLA"
"6","2020-04-15","VLA"
"6","2020-04-15","VLA"
"6","2020-04-15","VLA"
"6","2020-04-15","VLA"
"6","2020-04-15","VLA"
"6","2020-04-15","VLA"
"6","2020-04-15","VLA"
"6","2020-04-15","VLA"
"We dragen handschoenen","2020-04-15","VLA"
"1","2020-04-16","VLA"
"2","2020-04-16","VLA"
"3","2020-04-16","VLA"
"4","2020-04-16","VLA"
"6","2020-04-16","VLA"
"2","2020-04-17","VLA"
"3","2020-04-17","VLA"
"6","2020-04-17","VLA"
"1","2020-04-18","VLA"
"2","2020-04-18","VLA"
"3","2020-04-18","VLA"
"4","2020-04-18","VLA"
"5","2020-04-18","VLA"
"6","2020-04-18","VLA"
"1","2020-04-19","VLA"
"2","2020-04-19","VLA"
"3","2020-04-19","VLA"
"4","2020-04-19","VLA"
"6","2020-04-19","VLA"
"1","2020-04-20","VLA"
"1","2020-04-20","VLA"
"1","2020-04-20","BRU"
"1","2020-04-20","VLA"
"1","2020-04-20","VLA"
"1","2020-04-20","VLA"
"1","2020-04-20","VLA"
"1","2020-04-20","VLA"
"1","2020-04-20","VLA"
"1","2020-04-20","VLA"
"1","2020-04-20","VLA"
"1","2020-04-20","VLA"
"2","2020-04-20","VLA"
"2","2020-04-20","VLA"
"2","2020-04-20","VLA"
"2","2020-04-20","VLA"
"2","2020-04-20","VLA"
"2","2020-04-20","VLA"
"2","2020-04-20","VLA"
"2","2020-04-20","VLA"
"2","2020-04-20","VLA"
"2","2020-04-20","VLA"
"2","2020-04-20","VLA"
"2","2020-04-20","VLA"
"2","2020-04-20","VLA"
"2","2020-04-20","VLA"
"2","2020-04-20","VLA"
"2","2020-04-20","BRU"
"2","2020-04-20","VLA"
"2","2020-04-20","VLA"
"2","2020-04-20","VLA"
"2","2020-04-20","VLA"
"2","2020-04-20","VLA"
"2","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","BRU"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"3","2020-04-20","VLA"
"4","2020-04-20","VLA"
"4","2020-04-20","VLA"
"4","2020-04-20","VLA"
"4","2020-04-20","VLA"
"4","2020-04-20","VLA"
"4","2020-04-20","VLA"
"4","2020-04-20","VLA"
"4","2020-04-20","VLA"
"4","2020-04-20","VLA"
"4","2020-04-20","VLA"
"4","2020-04-20","VLA"
"4","2020-04-20","VLA"
"4","2020-04-20","BRU"
"4","2020-04-20","VLA"
"4","2020-04-20","VLA"
"4","2020-04-20","VLA"
"4","2020-04-20","VLA"
"4","2020-04-20","VLA"
"5","2020-04-20","VLA"
"5","2020-04-20","VLA"
"5","2020-04-20","VLA"
"5","2020-04-20","BRU"
"5","2020-04-20","VLA"
"5","2020-04-20","VLA"
"5","2020-04-20","VLA"
"5","2020-04-20","VLA"
"5","2020-04-20","VLA"
"5","2020-04-20","VLA"
"6","2020-04-20","VLA"
"6","2020-04-20","VLA"
"6","2020-04-20","VLA"
"6","2020-04-20","VLA"
"6","2020-04-20","VLA"
"6","2020-04-20","VLA"
"6","2020-04-20","VLA"
"6","2020-04-20","VLA"
"6","2020-04-20","VLA"
"6","2020-04-20","VLA"
"6","2020-04-20","VLA"
"6","2020-04-20","VLA"
"6","2020-04-20","VLA"
"6","2020-04-20","VLA"
"6","2020-04-20","BRU"
"6","2020-04-20","VLA"
"6","2020-04-20","VLA"
"6","2020-04-20","VLA"
"6","2020-04-20","VLA"
"6","2020-04-20","VLA"
"6","2020-04-20","VLA"
"6","2020-04-20","VLA"
"Andere kleding na elk noodzakelijk huisbezoek","2020-04-20","VLA"
"Video calls verder toelaten tot covid 19 vaccin","2020-04-20","VLA"
"1","2020-04-21","VLA"
"2","2020-04-21","VLA"
"2","2020-04-21","VLA"
"2","2020-04-21","VLA"
"2","2020-04-21","VLA"
"3","2020-04-21","VLA"
"3","2020-04-21","VLA"
"3","2020-04-21","VLA"
"3","2020-04-21","VLA"
"4","2020-04-21","VLA"
"4","2020-04-21","VLA"
"4","2020-04-21","VLA"
"4","2020-04-21","VLA"
"5","2020-04-21","VLA"
"5","2020-04-21","VLA"
"6","2020-04-21","VLA"
"6","2020-04-21","VLA"
"6","2020-04-21","VLA"
"6","2020-04-21","VLA"
"1","2020-04-22","VLA"
"1","2020-04-22","VLA"
"1","2020-04-22","VLA"
"1","2020-04-22","VLA"
"1","2020-04-22","VLA"
"1","2020-04-22","VLA"
"1","2020-04-22","VLA"
"1","2020-04-22","VLA"
"1","2020-04-22","VLA"
"1","2020-04-22","VLA"
"1","2020-04-22","VLA"
"1","2020-04-22","VLA"
"2","2020-04-22","VLA"
"2","2020-04-22","VLA"
"2","2020-04-22","VLA"
"2","2020-04-22","VLA"
"2","2020-04-22","VLA"
"2","2020-04-22","VLA"
"2","2020-04-22","VLA"
"2","2020-04-22","VLA"
"2","2020-04-22","VLA"
"2","2020-04-22","VLA"
"2","2020-04-22","VLA"
"2","2020-04-22","VLA"
"2","2020-04-22","VLA"
"2","2020-04-22","VLA"
"2","2020-04-22","VLA"
"2","2020-04-22","VLA"
"2","2020-04-22","VLA"
"2","2020-04-22","VLA"
"2","2020-04-22","VLA"
"2","2020-04-22","VLA"
"2","2020-04-22","VLA"
"3","2020-04-22","VLA"
"3","2020-04-22","VLA"
"3","2020-04-22","VLA"
"3","2020-04-22","VLA"
"3","2020-04-22","VLA"
"3","2020-04-22","VLA"
"3","2020-04-22","VLA"
"3","2020-04-22","VLA"
"3","2020-04-22","VLA"
"3","2020-04-22","VLA"
"3","2020-04-22","VLA"
"3","2020-04-22","VLA"
"3","2020-04-22","VLA"
"3","2020-04-22","VLA"
"3","2020-04-22","VLA"
"3","2020-04-22","VLA"
"3","2020-04-22","VLA"
"3","2020-04-22","VLA"
"3","2020-04-22","VLA"
"3","2020-04-22","VLA"
"3","2020-04-22","VLA"
"4","2020-04-22","VLA"
"4","2020-04-22","VLA"
"4","2020-04-22","VLA"
"4","2020-04-22","VLA"
"4","2020-04-22","VLA"
"4","2020-04-22","VLA"
"4","2020-04-22","VLA"
"4","2020-04-22","VLA"
"4","2020-04-22","VLA"
"4","2020-04-22","VLA"
"4","2020-04-22","VLA"
"4","2020-04-22","VLA"
"4","2020-04-22","VLA"
"4","2020-04-22","VLA"
"4","2020-04-22","VLA"
"5","2020-04-22","VLA"
"5","2020-04-22","VLA"
"5","2020-04-22","VLA"
"5","2020-04-22","VLA"
"5","2020-04-22","VLA"
"5","2020-04-22","VLA"
"5","2020-04-22","VLA"
"5","2020-04-22","VLA"
"5","2020-04-22","VLA"
"6","2020-04-22","VLA"
"6","2020-04-22","VLA"
"6","2020-04-22","VLA"
"6","2020-04-22","VLA"
"6","2020-04-22","VLA"
"6","2020-04-22","VLA"
"6","2020-04-22","VLA"
"6","2020-04-22","VLA"
"6","2020-04-22","VLA"
"6","2020-04-22","VLA"
"6","2020-04-22","VLA"
"6","2020-04-22","VLA"
"6","2020-04-22","VLA"
"6","2020-04-22","VLA"
"6","2020-04-22","VLA"
"6","2020-04-22","VLA"
"6","2020-04-22","VLA"
"6","2020-04-22","VLA"
"6","2020-04-22","VLA"
"6","2020-04-22","VLA"
"6","2020-04-22","VLA"
"1","2020-04-23","VLA"
"1","2020-04-23","VLA"
"1","2020-04-23","VLA"
"2","2020-04-23","VLA"
"2","2020-04-23","VLA"
"2","2020-04-23","VLA"
"2","2020-04-23","VLA"
"2","2020-04-23","VLA"
"3","2020-04-23","VLA"
"3","2020-04-23","VLA"
"3","2020-04-23","VLA"
"3","2020-04-23","VLA"
"3","2020-04-23","VLA"
"4","2020-04-23","VLA"
"4","2020-04-23","VLA"
"4","2020-04-23","VLA"
"4","2020-04-23","VLA"
"5","2020-04-23","VLA"
"5","2020-04-23","VLA"
"6","2020-04-23","VLA"
"6","2020-04-23","VLA"
"6","2020-04-23","VLA"
"6","2020-04-23","VLA"
"6","2020-04-23","VLA"
"1","2020-04-27","VLA"
"1","2020-04-27","BRU"
"1","2020-04-27","VLA"
"1","2020-04-27","VLA"
"1","2020-04-27","VLA"
"1","2020-04-27","VLA"
"1","2020-04-27","VLA"
"1","2020-04-27","VLA"
"1","2020-04-27","VLA"
"1","2020-04-27","VLA"
"1","2020-04-27","VLA"
"1","2020-04-27","VLA"
"1","2020-04-27","VLA"
"1","2020-04-27","VLA"
"2","2020-04-27","VLA"
"2","2020-04-27","VLA"
"2","2020-04-27","VLA"
"2","2020-04-27","VLA"
"2","2020-04-27","VLA"
"2","2020-04-27","VLA"
"2","2020-04-27","VLA"
"2","2020-04-27","VLA"
"2","2020-04-27","VLA"
"2","2020-04-27","VLA"
"2","2020-04-27","VLA"
"2","2020-04-27","VLA"
"2","2020-04-27","VLA"
"2","2020-04-27","VLA"
"2","2020-04-27","VLA"
"2","2020-04-27","VLA"
"2","2020-04-27","VLA"
"2","2020-04-27","VLA"
"2","2020-04-27","BRU"
"2","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","BRU"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"3","2020-04-27","VLA"
"4","2020-04-27","VLA"
"4","2020-04-27","VLA"
"4","2020-04-27","VLA"
"4","2020-04-27","VLA"
"4","2020-04-27","VLA"
"4","2020-04-27","VLA"
"4","2020-04-27","VLA"
"4","2020-04-27","VLA"
"4","2020-04-27","VLA"
"4","2020-04-27","VLA"
"4","2020-04-27","VLA"
"4","2020-04-27","VLA"
"4","2020-04-27","VLA"
"4","2020-04-27","VLA"
"4","2020-04-27","BRU"
"4","2020-04-27","VLA"
"5","2020-04-27","BRU"
"5","2020-04-27","VLA"
"5","2020-04-27","VLA"
"5","2020-04-27","VLA"
"5","2020-04-27","VLA"
"5","2020-04-27","VLA"
"5","2020-04-27","VLA"
"5","2020-04-27","VLA"
"5","2020-04-27","VLA"
"5","2020-04-27","VLA"
"5","2020-04-27","VLA"
"6","2020-04-27","VLA"
"6","2020-04-27","VLA"
"6","2020-04-27","VLA"
"6","2020-04-27","VLA"
"6","2020-04-27","VLA"
"6","2020-04-27","VLA"
"6","2020-04-27","VLA"
"6","2020-04-27","VLA"
"6","2020-04-27","VLA"
"6","2020-04-27","VLA"
"6","2020-04-27","VLA"
"6","2020-04-27","VLA"
"6","2020-04-27","VLA"
"6","2020-04-27","VLA"
"6","2020-04-27","VLA"
"6","2020-04-27","VLA"
"6","2020-04-27","VLA"
"6","2020-04-27","VLA"
"6","2020-04-27","BRU"
"6","2020-04-27","VLA"
"De fysieke bezoeken tot een strikt miniumum herleiden","2020-04-27","VLA"
"Telefonisch contact dag voor consult of hb","2020-04-27","VLA"
"1","2020-04-28","VLA"
"1","2020-04-28","VLA"
"1","2020-04-28","VLA"
"2","2020-04-28","VLA"
"2","2020-04-28","VLA"
"2","2020-04-28","VLA"
"2","2020-04-28","VLA"
"2","2020-04-28","VLA"
"2","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"3","2020-04-28","VLA"
"4","2020-04-28","VLA"
"4","2020-04-28","VLA"
"4","2020-04-28","VLA"
"4","2020-04-28","VLA"
"4","2020-04-28","VLA"
"5","2020-04-28","VLA"
"5","2020-04-28","VLA"
"6","2020-04-28","VLA"
"6","2020-04-28","VLA"
"6","2020-04-28","VLA"
"6","2020-04-28","VLA"
"6","2020-04-28","VLA"
"6","2020-04-28","VLA"
"1","2020-04-29","VLA"
"1","2020-04-29","VLA"
"1","2020-04-29","VLA"
"1","2020-04-29","VLA"
"1","2020-04-29","VLA"
"1","2020-04-29","VLA"
"1","2020-04-29","BRU"
"1","2020-04-29","BRU"
"1","2020-04-29","VLA"
"1","2020-04-29","VLA"
"1","2020-04-29","VLA"
"1","2020-04-29","VLA"
"2","2020-04-29","VLA"
"2","2020-04-29","VLA"
"2","2020-04-29","VLA"
"2","2020-04-29","VLA"
"2","2020-04-29","VLA"
"2","2020-04-29","VLA"
"2","2020-04-29","VLA"
"2","2020-04-29","VLA"
"2","2020-04-29","BRU"
"2","2020-04-29","BRU"
"2","2020-04-29","VLA"
"2","2020-04-29","VLA"
"2","2020-04-29","VLA"
"2","2020-04-29","VLA"
"2","2020-04-29","VLA"
"2","2020-04-29","VLA"
"2","2020-04-29","VLA"
"2","2020-04-29","VLA"
"2","2020-04-29","VLA"
"2","2020-04-29","VLA"
"2","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","BRU"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","BRU"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"3","2020-04-29","VLA"
"4","2020-04-29","VLA"
"4","2020-04-29","VLA"
"4","2020-04-29","VLA"
"4","2020-04-29","VLA"
"4","2020-04-29","VLA"
"4","2020-04-29","VLA"
"4","2020-04-29","VLA"
"4","2020-04-29","VLA"
"4","2020-04-29","BRU"
"4","2020-04-29","VLA"
"4","2020-04-29","VLA"
"4","2020-04-29","BRU"
"4","2020-04-29","VLA"
"4","2020-04-29","VLA"
"4","2020-04-29","VLA"
"4","2020-04-29","VLA"
"4","2020-04-29","VLA"
"4","2020-04-29","VLA"
"4","2020-04-29","VLA"
"5","2020-04-29","VLA"
"5","2020-04-29","VLA"
"5","2020-04-29","VLA"
"5","2020-04-29","BRU"
"5","2020-04-29","BRU"
"5","2020-04-29","VLA"
"5","2020-04-29","VLA"
"5","2020-04-29","VLA"
"5","2020-04-29","VLA"
"5","2020-04-29","VLA"
"5","2020-04-29","VLA"
"5","2020-04-29","VLA"
"5","2020-04-29","VLA"
"6","2020-04-29","VLA"
"6","2020-04-29","VLA"
"6","2020-04-29","VLA"
"6","2020-04-29","VLA"
"6","2020-04-29","VLA"
"6","2020-04-29","VLA"
"6","2020-04-29","VLA"
"6","2020-04-29","VLA"
"6","2020-04-29","BRU"
"6","2020-04-29","BRU"
"6","2020-04-29","VLA"
"6","2020-04-29","VLA"
"6","2020-04-29","VLA"
"6","2020-04-29","VLA"
"6","2020-04-29","VLA"
"6","2020-04-29","VLA"
"6","2020-04-29","VLA"
"6","2020-04-29","VLA"
"6","2020-04-29","VLA"
"6","2020-04-29","VLA"
"6","2020-04-29","VLA"
"telefonisch contact, geen groepslessen, huisbezoeken tem d5 nadien zoveel mogelijk videoconsult","2020-04-29","VLA"
"2","2020-05-01","VLA"
"3","2020-05-01","VLA"
"4","2020-05-01","VLA"
"5","2020-05-01","VLA"
"6","2020-05-01","VLA"
"1","2020-05-02","VLA"
"2","2020-05-02","VLA"
"3","2020-05-02","VLA"
"4","2020-05-02","VLA"
"6","2020-05-02","VLA"
"1","2020-05-04","VLA"
"1","2020-05-04","VLA"
"1","2020-05-04","VLA"
"1","2020-05-04","VLA"
"1","2020-05-04","VLA"
"1","2020-05-04","VLA"
"1","2020-05-04","VLA"
"1","2020-05-04","VLA"
"1","2020-05-04","VLA"
"1","2020-05-04","VLA"
"1","2020-05-04","VLA"
"2","2020-05-04","VLA"
"2","2020-05-04","VLA"
"2","2020-05-04","VLA"
"2","2020-05-04","VLA"
"2","2020-05-04","VLA"
"2","2020-05-04","VLA"
"2","2020-05-04","VLA"
"2","2020-05-04","VLA"
"2","2020-05-04","VLA"
"2","2020-05-04","VLA"
"2","2020-05-04","VLA"
"2","2020-05-04","VLA"
"2","2020-05-04","VLA"
"2","2020-05-04","VLA"
"2","2020-05-04","VLA"
"2","2020-05-04","VLA"
"2","2020-05-04","VLA"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","VLA"
"5","2020-05-04","VLA"
"5","2020-05-04","VLA"
"5","2020-05-04","VLA"
"5","2020-05-04","VLA"
"5","2020-05-04","VLA"
"5","2020-05-04","VLA"
"5","2020-05-04","VLA"
"5","2020-05-04","VLA"
"5","2020-05-04","VLA"
"5","2020-05-04","VLA"
"5","2020-05-04","VLA"
"6","2020-05-04","VLA"
"6","2020-05-04","VLA"
"6","2020-05-04","VLA"
"6","2020-05-04","VLA"
"6","2020-05-04","VLA"
"6","2020-05-04","VLA"
"6","2020-05-04","VLA"
"6","2020-05-04","VLA"
"6","2020-05-04","VLA"
"6","2020-05-04","VLA"
"6","2020-05-04","VLA"
"6","2020-05-04","VLA"
"6","2020-05-04","VLA"
"6","2020-05-04","VLA"
"6","2020-05-04","VLA"
"6","2020-05-04","VLA"
"6","2020-05-04","VLA"
"6","2020-05-04","VLA"
"face shield bij besmette patiënten","2020-05-04","VLA"
"1","2020-05-05","VLA"
"1","2020-05-05","VLA"
"2","2020-05-05","VLA"
"2","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"6","2020-05-05","VLA"
"6","2020-05-05","VLA"
"6","2020-05-05","VLA"
"1","2020-05-06","VLA"
"1","2020-05-06","VLA"
"1","2020-05-06","VLA"
"1","2020-05-06","VLA"
"1","2020-05-06","VLA"
"1","2020-05-06","VLA"
"1","2020-05-06","VLA"
"2","2020-05-06","VLA"
"2","2020-05-06","VLA"
"2","2020-05-06","VLA"
"2","2020-05-06","VLA"
"2","2020-05-06","VLA"
"2","2020-05-06","VLA"
"2","2020-05-06","VLA"
"2","2020-05-06","VLA"
"2","2020-05-06","VLA"
"2","2020-05-06","VLA"
"2","2020-05-06","VLA"
"2","2020-05-06","VLA"
"2","2020-05-06","VLA"
"3","2020-05-06","VLA"
"3","2020-05-06","VLA"
"3","2020-05-06","VLA"
"3","2020-05-06","VLA"
"3","2020-05-06","VLA"
"3","2020-05-06","VLA"
"3","2020-05-06","VLA"
"3","2020-05-06","VLA"
"3","2020-05-06","VLA"
"3","2020-05-06","VLA"
"3","2020-05-06","VLA"
"3","2020-05-06","VLA"
"3","2020-05-06","VLA"
"4","2020-05-06","VLA"
"4","2020-05-06","VLA"
