"fl_capacity_next_week","d_completed","cd_regio"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","WAL"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","WAL"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","BRU"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-30","VLA"
"1","2020-03-30","VLA"
"1","2020-03-30","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","WAL"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","BRU"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","WAL"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","BRU"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","WAL"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"0","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-03-31","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","WAL"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","BRU"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","BRU"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-01","VLA"
"1","2020-04-01","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","BRU"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","WAL"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","BRU"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","WAL"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","BRU"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","BRU"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
