"cd_infection_screen","d_completed","cd_regio"
"3","2020-05-04","VLA"
"1","2020-05-04","VLA"
"2","2020-05-04","BRU"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"4","2020-05-04","BRU"
"3","2020-05-04","BRU"
"3","2020-05-04","VLA"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"1","2020-05-04","VLA"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"1","2020-05-04","WAL"
"1","2020-05-04","WAL"
"2","2020-05-04","VLA"
"3","2020-05-04","BRU"
"1","2020-05-04","WAL"
"3","2020-05-04","VLA"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","BRU"
"3","2020-05-04","WAL"
"3","2020-05-04","VLA"
"1","2020-05-04","BRU"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"1","2020-05-04","WAL"
"3","2020-05-04","VLA"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","WAL"
"2","2020-05-04","WAL"
"2","2020-05-04","VLA"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","WAL"
"3","2020-05-04","VLA"
"2","2020-05-04","VLA"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"1","2020-05-04","VLA"
"4","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","BRU"
"3","2020-05-04","WAL"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","WAL"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","WAL"
"2","2020-05-04","VLA"
"3","2020-05-04","WAL"
"3","2020-05-04","VLA"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","WAL"
"3","2020-05-04","VLA"
"3","2020-05-04","WAL"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","WAL"
"1","2020-05-04","WAL"
"3","2020-05-04","VLA"
"2","2020-05-04","WAL"
"3","2020-05-04","VLA"
"2","2020-05-04","BRU"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"2","2020-05-04","VLA"
"1","2020-05-04","WAL"
"3","2020-05-04","WAL"
"2","2020-05-04","BRU"
"2","2020-05-04","VLA"
"3","2020-05-04","WAL"
"2","2020-05-04","VLA"
"4","2020-05-04","VLA"
"3","2020-05-04","VLA"
"1","2020-05-04","VLA"
"1","2020-05-04","VLA"
"2","2020-05-04","VLA"
"2","2020-05-04","BRU"
"3","2020-05-04","WAL"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","VLA"
"4","2020-05-04","VLA"
"2","2020-05-04","WAL"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"1","2020-05-04","WAL"
"3","2020-05-04","VLA"
"1","2020-05-04","VLA"
"1","2020-05-04","WAL"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","WAL"
"1","2020-05-04","VLA"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"1","2020-05-04","BRU"
"4","2020-05-04","WAL"
"2","2020-05-04","WAL"
"4","2020-05-04","WAL"
"3","2020-05-04","WAL"
"2","2020-05-04","WAL"
"1","2020-05-04","VLA"
"3","2020-05-04","WAL"
"1","2020-05-04","BRU"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"1","2020-05-04","BRU"
"3","2020-05-04","WAL"
"1","2020-05-04","VLA"
"2","2020-05-04","VLA"
"2","2020-05-04","WAL"
"2","2020-05-04","VLA"
"2","2020-05-04","VLA"
"1","2020-05-04","WAL"
"3","2020-05-04","VLA"
"2","2020-05-04","VLA"
"4","2020-05-04","VLA"
"2","2020-05-04","WAL"
"1","2020-05-04","BRU"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"2","2020-05-04","WAL"
"3","2020-05-04","VLA"
"2","2020-05-04","VLA"
"3","2020-05-04","BRU"
"2","2020-05-04","WAL"
"3","2020-05-04","WAL"
"3","2020-05-04","VLA"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","WAL"
"2","2020-05-04","VLA"
"3","2020-05-04","WAL"
"3","2020-05-04","VLA"
"2","2020-05-04","WAL"
"2","2020-05-04","VLA"
"1","2020-05-04","WAL"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"1","2020-05-04","WAL"
"3","2020-05-04","VLA"
"3","2020-05-04","BRU"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"1","2020-05-04","BRU"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","BRU"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"1","2020-05-04","WAL"
"1","2020-05-04","VLA"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","BRU"
"3","2020-05-04","WAL"
"2","2020-05-04","BRU"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","WAL"
"2","2020-05-04","BRU"
"2","2020-05-04","BRU"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"1","2020-05-04","VLA"
"2","2020-05-04","WAL"
"2","2020-05-04","WAL"
"1","2020-05-04","VLA"
"1","2020-05-04","WAL"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","BRU"
"2","2020-05-04","VLA"
"2","2020-05-04","WAL"
"1","2020-05-04","WAL"
"2","2020-05-04","VLA"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"1","2020-05-04","VLA"
"4","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","BRU"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","BRU"
"1","2020-05-04","BRU"
"2","2020-05-04","WAL"
"4","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","BRU"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"1","2020-05-04","BRU"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"1","2020-05-04","WAL"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","WAL"
"3","2020-05-04","WAL"
"2","2020-05-04","BRU"
"4","2020-05-04","VLA"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","WAL"
"1","2020-05-04","VLA"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"1","2020-05-04","WAL"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","WAL"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"1","2020-05-04","BRU"
"4","2020-05-04","WAL"
"3","2020-05-04","BRU"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"1","2020-05-04","WAL"
"2","2020-05-04","BRU"
"1","2020-05-04","BRU"
"3","2020-05-04","VLA"
"2","2020-05-04","WAL"
"3","2020-05-04","VLA"
"2","2020-05-04","BRU"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","WAL"
"3","2020-05-04","VLA"
"1","2020-05-04","WAL"
"2","2020-05-04","VLA"
"4","2020-05-04","VLA"
"1","2020-05-04","VLA"
"3","2020-05-04","WAL"
"1","2020-05-04","VLA"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","WAL"
"2","2020-05-04","VLA"
"1","2020-05-04","BRU"
"3","2020-05-04","WAL"
"3","2020-05-04","VLA"
"2","2020-05-04","WAL"
"3","2020-05-04","BRU"
"4","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","BRU"
"4","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","WAL"
"1","2020-05-04","WAL"
"2","2020-05-04","VLA"
"1","2020-05-04","BRU"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","WAL"
"4","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"2","2020-05-04","VLA"
"1","2020-05-04","VLA"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"2","2020-05-04","VLA"
"1","2020-05-04","VLA"
"4","2020-05-04","VLA"
"3","2020-05-04","WAL"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","VLA"
"2","2020-05-04","WAL"
"1","2020-05-04","BRU"
"3","2020-05-04","VLA"
"1","2020-05-04","VLA"
"1","2020-05-04","VLA"
"2","2020-05-04","VLA"
"1","2020-05-04","BRU"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"3","2020-05-04","VLA"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","BRU"
"3","2020-05-04","WAL"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","WAL"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","BRU"
"3","2020-05-04","VLA"
"1","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","WAL"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","VLA"
"4","2020-05-04","VLA"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","VLA"
"3","2020-05-04","BRU"
"3","2020-05-04","VLA"
"1","2020-05-04","WAL"
"2","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"4","2020-05-04","VLA"
"3","2020-05-04","VLA"
"3","2020-05-04","VLA"
"2","2020-05-04","VLA"
"1","2020-05-04","WAL"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"1","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","WAL"
"4","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"1","2020-05-05","WAL"
"1","2020-05-05","VLA"
"2","2020-05-05","WAL"
"3","2020-05-05","VLA"
"1","2020-05-05","BRU"
"3","2020-05-05","BRU"
"1","2020-05-05","VLA"
"3","2020-05-05","WAL"
"2","2020-05-05","VLA"
"1","2020-05-05","VLA"
"2","2020-05-05","WAL"
"1","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","WAL"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","VLA"
"1","2020-05-05","VLA"
"2","2020-05-05","VLA"
"1","2020-05-05","BRU"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","WAL"
"2","2020-05-05","VLA"
"2","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"2","2020-05-05","BRU"
"1","2020-05-05","BRU"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"2","2020-05-05","BRU"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"2","2020-05-05","BRU"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"2","2020-05-05","BRU"
"2","2020-05-05","BRU"
"3","2020-05-05","WAL"
"1","2020-05-05","VLA"
"3","2020-05-05","BRU"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","WAL"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","WAL"
"2","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","BRU"
"4","2020-05-05","VLA"
"3","2020-05-05","BRU"
"3","2020-05-05","VLA"
"3","2020-05-05","WAL"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","BRU"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","BRU"
"4","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","WAL"
"1","2020-05-05","BRU"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"2","2020-05-05","WAL"
"2","2020-05-05","BRU"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","WAL"
"1","2020-05-05","BRU"
"4","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","BRU"
"1","2020-05-05","BRU"
"3","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","WAL"
"3","2020-05-05","BRU"
"2","2020-05-05","WAL"
"4","2020-05-05","VLA"
"1","2020-05-05","BRU"
"1","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"1","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","BRU"
"1","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","VLA"
"2","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","WAL"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","VLA"
"2","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","WAL"
"4","2020-05-05","WAL"
"2","2020-05-05","VLA"
"2","2020-05-05","VLA"
"1","2020-05-05","VLA"
"2","2020-05-05","VLA"
"1","2020-05-05","BRU"
"3","2020-05-05","VLA"
"1","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","WAL"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","BRU"
"2","2020-05-05","WAL"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","BRU"
"4","2020-05-05","VLA"
"2","2020-05-05","BRU"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","BRU"
"1","2020-05-05","BRU"
"3","2020-05-05","VLA"
"1","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","WAL"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","WAL"
"2","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"2","2020-05-05","BRU"
"3","2020-05-05","VLA"
"2","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","BRU"
"1","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","WAL"
"4","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","WAL"
"2","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","WAL"
"2","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","WAL"
"1","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","BRU"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"4","2020-05-05","WAL"
"3","2020-05-05","WAL"
"3","2020-05-05","WAL"
"4","2020-05-05","VLA"
"4","2020-05-05","VLA"
"4","2020-05-05","VLA"
"4","2020-05-05","VLA"
"1","2020-05-05","WAL"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","WAL"
"2","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","WAL"
"2","2020-05-05","BRU"
"4","2020-05-05","VLA"
"1","2020-05-05","BRU"
"3","2020-05-05","BRU"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","VLA"
"1","2020-05-05","WAL"
"1","2020-05-05","WAL"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"4","2020-05-05","WAL"
"3","2020-05-05","WAL"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","BRU"
"1","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","WAL"
"3","2020-05-05","WAL"
"2","2020-05-05","WAL"
"2","2020-05-05","WAL"
"3","2020-05-05","WAL"
"3","2020-05-05","BRU"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","VLA"
"2","2020-05-05","BRU"
"3","2020-05-05","VLA"
"3","2020-05-05","BRU"
"3","2020-05-05","VLA"
"1","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","BRU"
"2","2020-05-05","VLA"
"2","2020-05-05","BRU"
"4","2020-05-05","VLA"
"1","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","WAL"
"2","2020-05-05","WAL"
"4","2020-05-05","BRU"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","WAL"
"2","2020-05-05","VLA"
"2","2020-05-05","VLA"
"2","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","BRU"
"3","2020-05-05","VLA"
"1","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","BRU"
"1","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","WAL"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","WAL"
"2","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","VLA"
"2","2020-05-05","BRU"
"3","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"2","2020-05-05","VLA"
"4","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","BRU"
"3","2020-05-05","BRU"
"1","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","WAL"
"2","2020-05-05","WAL"
"1","2020-05-05","WAL"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"2","2020-05-05","VLA"
"1","2020-05-05","BRU"
"2","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","WAL"
"4","2020-05-05","WAL"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","BRU"
"2","2020-05-05","VLA"
"4","2020-05-05","VLA"
"2","2020-05-05","VLA"
"4","2020-05-05","VLA"
"2","2020-05-05","WAL"
"3","2020-05-05","BRU"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"2","2020-05-05","WAL"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"2","2020-05-05","WAL"
"1","2020-05-05","BRU"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"2","2020-05-05","VLA"
"1","2020-05-05","WAL"
"2","2020-05-05","VLA"
"2","2020-05-05","VLA"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","WAL"
"2","2020-05-05","WAL"
"1","2020-05-05","VLA"
"1","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"1","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"1","2020-05-05","BRU"
"1","2020-05-05","VLA"
"1","2020-05-05","VLA"
"2","2020-05-05","WAL"
"4","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","BRU"
"3","2020-05-05","BRU"
"2","2020-05-05","WAL"
"1","2020-05-05","VLA"
"4","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","VLA"
"3","2020-05-05","WAL"
"3","2020-05-05","WAL"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","BRU"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"4","2020-05-05","VLA"
"1","2020-05-05","BRU"
"1","2020-05-05","VLA"
"3","2020-05-05","BRU"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","BRU"
"3","2020-05-05","WAL"
"3","2020-05-05","WAL"
"2","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"3","2020-05-05","VLA"
"1","2020-05-05","VLA"
"1","2020-05-05","VLA"
"1","2020-05-05","WAL"
"1","2020-05-05","WAL"
"1","2020-05-05","VLA"
"2","2020-05-05","VLA"
"2","2020-05-05","WAL"
"3","2020-05-05","BRU"
"3","2020-05-05","VLA"
"1","2020-05-05","BRU"
"1","2020-05-05","VLA"
