"nr_num_patients_phone_today","d_completed","cd_regio"
"15","2020-04-20","VLA"
"5","2020-04-20","VLA"
"30","2020-04-20","VLA"
"40","2020-04-20","VLA"
"18","2020-04-20","VLA"
"30","2020-04-20","VLA"
"25","2020-04-20","VLA"
"25","2020-04-20","VLA"
"25","2020-04-20","VLA"
"30","2020-04-20","VLA"
"10","2020-04-20","VLA"
"40","2020-04-20","WAL"
"25","2020-04-20","VLA"
"25","2020-04-20","VLA"
"8","2020-04-20","VLA"
"20","2020-04-20","VLA"
"10","2020-04-20","VLA"
"15","2020-04-20","VLA"
"20","2020-04-20","BRU"
"30","2020-04-20","VLA"
"15","2020-04-20","VLA"
"30","2020-04-20","VLA"
"25","2020-04-20","VLA"
"20","2020-04-20","VLA"
"30","2020-04-20","WAL"
"28","2020-04-20","VLA"
"20","2020-04-20","VLA"
"15","2020-04-20","VLA"
"12","2020-04-20","VLA"
"20","2020-04-20","VLA"
"25","2020-04-20","VLA"
"40","2020-04-20","VLA"
"18","2020-04-20","VLA"
"20","2020-04-21","VLA"
"20","2020-04-21","VLA"
"20","2020-04-21","VLA"
"25","2020-04-21","VLA"
"20","2020-04-21","VLA"
"10","2020-04-21","VLA"
"15","2020-04-21","VLA"
"23","2020-04-21","VLA"
"30","2020-04-21","BRU"
"20","2020-04-21","VLA"
"12","2020-04-21","VLA"
"13","2020-04-21","VLA"
"15","2020-04-21","VLA"
"45","2020-04-21","VLA"
"15","2020-04-21","VLA"
"40","2020-04-21","VLA"
"25","2020-04-21","VLA"
"30","2020-04-21","VLA"
"60","2020-04-21","VLA"
"1","2020-04-21","BRU"
"10","2020-04-21","VLA"
"15","2020-04-21","VLA"
"20","2020-04-22","VLA"
"20","2020-04-22","BRU"
"10","2020-04-22","VLA"
"20","2020-04-22","VLA"
"13","2020-04-22","VLA"
"25","2020-04-22","VLA"
"10","2020-04-22","VLA"
"50","2020-04-22","VLA"
"15","2020-04-22","VLA"
"30","2020-04-22","VLA"
"20","2020-04-22","VLA"
"15","2020-04-22","VLA"
"20","2020-04-22","VLA"
"20","2020-04-22","VLA"
"20","2020-04-22","VLA"
"40","2020-04-22","BRU"
"23","2020-04-22","VLA"
"3","2020-04-22","VLA"
"20","2020-04-22","VLA"
"10","2020-04-22","VLA"
"25","2020-04-22","VLA"
"25","2020-04-22","VLA"
"18","2020-04-22","VLA"
"3","2020-04-22","VLA"
"40","2020-04-22","VLA"
"30","2020-04-22","VLA"
"12","2020-04-22","VLA"
"18","2020-04-22","VLA"
"7","2020-04-22","VLA"
"40","2020-04-22","WAL"
"30","2020-04-22","VLA"
"25","2020-04-22","VLA"
"30","2020-04-23","VLA"
"25","2020-04-23","VLA"
"10","2020-04-23","VLA"
"40","2020-04-23","VLA"
"30","2020-04-23","VLA"
"7","2020-04-23","VLA"
"50","2020-04-23","WAL"
"25","2020-04-23","WAL"
"5","2020-04-23","VLA"
"30","2020-04-23","VLA"
"10","2020-04-23","VLA"
"15","2020-04-23","VLA"
"20","2020-04-23","WAL"
"20","2020-04-23","WAL"
"15","2020-04-23","WAL"
"15","2020-04-23","VLA"
"30","2020-04-23","WAL"
"20","2020-04-23","VLA"
"10","2020-04-23","VLA"
"25","2020-04-23","VLA"
"10","2020-04-23","VLA"
"15","2020-04-23","VLA"
"10","2020-04-23","VLA"
"10","2020-04-23","VLA"
"25","2020-04-23","WAL"
"40","2020-04-23","VLA"
"15","2020-04-23","VLA"
"20","2020-04-23","VLA"
"12","2020-04-23","VLA"
"15","2020-04-23","VLA"
"4","2020-04-23","VLA"
"10","2020-04-23","VLA"
"10","2020-04-23","VLA"
"30","2020-04-23","WAL"
"3","2020-04-23","WAL"
"9","2020-04-23","VLA"
"20","2020-04-23","VLA"
"10","2020-04-23","VLA"
"4","2020-04-23","VLA"
"14","2020-04-23","VLA"
"40","2020-04-23","VLA"
"15","2020-04-23","BRU"
"6","2020-04-24","VLA"
"25","2020-04-24","VLA"
"35","2020-04-24","VLA"
"6","2020-04-24","VLA"
"10","2020-04-24","VLA"
"20","2020-04-24","VLA"
"15","2020-04-24","VLA"
"22","2020-04-24","VLA"
"40","2020-04-24","WAL"
"7","2020-04-24","VLA"
"30","2020-04-24","VLA"
"50","2020-04-24","VLA"
"15","2020-04-24","VLA"
"30","2020-04-25","VLA"
"20","2020-04-25","WAL"
"20","2020-04-26","BRU"
"15","2020-04-26","VLA"
"30","2020-04-26","VLA"
"30","2020-04-27","VLA"
"20","2020-04-27","VLA"
"20","2020-04-27","VLA"
"25","2020-04-27","VLA"
"20","2020-04-27","VLA"
"10","2020-04-27","VLA"
"8","2020-04-27","BRU"
"25","2020-04-27","VLA"
"25","2020-04-27","VLA"
"20","2020-04-27","WAL"
"10","2020-04-27","VLA"
"10","2020-04-27","VLA"
"45","2020-04-27","VLA"
"25","2020-04-27","VLA"
"35","2020-04-27","VLA"
"20","2020-04-27","VLA"
"15","2020-04-27","VLA"
"5","2020-04-27","VLA"
"6","2020-04-27","WAL"
"20","2020-04-27","VLA"
"15","2020-04-27","VLA"
"24","2020-04-27","VLA"
"4","2020-04-27","VLA"
"35","2020-04-27","VLA"
"15","2020-04-27","VLA"
"15","2020-04-27","VLA"
"20","2020-04-27","VLA"
"10","2020-04-27","WAL"
"50","2020-04-27","VLA"
"15","2020-04-27","VLA"
"15","2020-04-27","VLA"
"30","2020-04-27","VLA"
"8","2020-04-27","VLA"
"1","2020-04-27","VLA"
"20","2020-04-27","VLA"
"20","2020-04-27","VLA"
"30","2020-04-27","VLA"
"8","2020-04-27","VLA"
"30","2020-04-27","VLA"
"20","2020-04-27","VLA"
"8","2020-04-28","VLA"
"20","2020-04-28","VLA"
"35","2020-04-28","VLA"
"30","2020-04-28","VLA"
"50","2020-04-29","VLA"
"30","2020-04-29","VLA"
"25","2020-04-29","VLA"
"19","2020-04-29","VLA"
"21","2020-04-29","BRU"
"70","2020-04-29","WAL"
"25","2020-04-29","VLA"
"3","2020-04-29","BRU"
"25","2020-04-29","VLA"
"25","2020-04-29","VLA"
"15","2020-04-29","WAL"
"12","2020-04-29","VLA"
"35","2020-04-29","VLA"
"10","2020-04-29","VLA"
"20","2020-04-29","VLA"
"15","2020-04-29","BRU"
"20","2020-04-29","VLA"
"50","2020-04-29","WAL"
"20","2020-04-29","BRU"
"70","2020-04-29","VLA"
"2","2020-04-29","VLA"
"45","2020-04-29","VLA"
"10","2020-04-29","VLA"
"35","2020-04-29","VLA"
"30","2020-04-29","VLA"
"10","2020-04-29","VLA"
"18","2020-04-29","VLA"
"30","2020-04-29","VLA"
"20","2020-04-29","WAL"
"8","2020-04-29","VLA"
"50","2020-04-29","VLA"
"30","2020-04-29","VLA"
"20","2020-04-29","VLA"
"35","2020-04-29","VLA"
"15","2020-04-29","VLA"
"30","2020-04-29","VLA"
"12","2020-04-29","BRU"
"40","2020-04-29","VLA"
"25","2020-04-29","VLA"
"15","2020-04-29","VLA"
"3","2020-04-29","VLA"
"15","2020-04-29","VLA"
"20","2020-04-29","VLA"
"5","2020-04-29","VLA"
"20","2020-04-29","VLA"
"25","2020-04-29","VLA"
"20","2020-04-29","BRU"
"10","2020-04-29","WAL"
"50","2020-04-29","WAL"
"6","2020-04-29","VLA"
"2","2020-04-30","WAL"
"22","2020-04-30","WAL"
"15","2020-04-30","VLA"
"5","2020-04-30","BRU"
"12","2020-04-30","VLA"
"30","2020-04-30","WAL"
"4","2020-04-30","VLA"
"15","2020-04-30","WAL"
"50","2020-04-30","VLA"
"30","2020-04-30","VLA"
"40","2020-04-30","VLA"
"20","2020-04-30","BRU"
"10","2020-04-30","VLA"
"20","2020-04-30","VLA"
"20","2020-04-30","VLA"
"25","2020-04-30","VLA"
"20","2020-04-30","VLA"
"9","2020-04-30","VLA"
"30","2020-04-30","VLA"
"8","2020-04-30","BRU"
"50","2020-04-30","VLA"
"20","2020-05-01","VLA"
"40","2020-05-03","VLA"
"15","2020-05-04","VLA"
"20","2020-05-04","VLA"
"20","2020-05-04","VLA"
"40","2020-05-04","WAL"
"20","2020-05-04","VLA"
"15","2020-05-04","VLA"
"15","2020-05-04","VLA"
"19","2020-05-04","VLA"
"8","2020-05-04","VLA"
"5","2020-05-04","VLA"
"25","2020-05-04","VLA"
"22","2020-05-04","VLA"
"50","2020-05-04","WAL"
"1","2020-05-04","BRU"
"25","2020-05-04","VLA"
"30","2020-05-04","VLA"
"10","2020-05-04","VLA"
"20","2020-05-04","VLA"
"25","2020-05-04","VLA"
"5","2020-05-04","VLA"
"58","2020-05-04","VLA"
"20","2020-05-04","VLA"
"10","2020-05-04","WAL"
"7","2020-05-04","VLA"
"20","2020-05-04","VLA"
"20","2020-05-04","VLA"
"35","2020-05-04","VLA"
"30","2020-05-04","VLA"
"20","2020-05-04","VLA"
"20","2020-05-04","WAL"
"9","2020-05-04","VLA"
"25","2020-05-04","VLA"
"25","2020-05-04","VLA"
"20","2020-05-04","VLA"
"50","2020-05-04","VLA"
"6","2020-05-04","VLA"
"0","2020-05-04","VLA"
"40","2020-05-04","VLA"
"35","2020-05-04","WAL"
"6","2020-05-04","VLA"
"10","2020-05-05","VLA"
"8","2020-05-05","VLA"
"13","2020-05-05","VLA"
"35","2020-05-05","VLA"
"25","2020-05-05","VLA"
"5","2020-05-05","VLA"
"10","2020-05-05","WAL"
"25","2020-05-06","VLA"
"50","2020-05-06","WAL"
"20","2020-05-06","VLA"
"30","2020-05-06","VLA"
"20","2020-05-06","VLA"
"30","2020-05-06","VLA"
"17","2020-05-06","VLA"
"20","2020-05-06","VLA"
"15","2020-05-06","VLA"
"25","2020-05-06","VLA"
"25","2020-05-06","VLA"
"4","2020-05-06","VLA"
"8","2020-05-06","VLA"
"25","2020-05-06","VLA"
"20","2020-05-06","VLA"
"10","2020-05-06","VLA"
"30","2020-05-06","WAL"
"39","2020-05-06","VLA"
"30","2020-05-06","VLA"
"25","2020-05-06","VLA"
"35","2020-05-06","VLA"
"20","2020-05-06","VLA"
"20","2020-05-06","VLA"
"26","2020-05-06","VLA"
"10","2020-05-06","VLA"
"30","2020-05-06","VLA"
"30","2020-05-06","VLA"
"40","2020-05-06","VLA"
"60","2020-05-06","VLA"
"20","2020-05-06","VLA"
"20","2020-05-06","VLA"
"10","2020-05-06","VLA"
"15","2020-05-06","VLA"
"20","2020-05-06","VLA"
"6","2020-05-07","VLA"
"30","2020-05-07","WAL"
"12","2020-05-07","VLA"
"8","2020-05-07","WAL"
"6","2020-05-07","BRU"
"35","2020-05-08","VLA"
"45","2020-05-08","VLA"
"13","2020-05-08","VLA"
"3","2020-05-08","VLA"
"30","2020-05-09","VLA"
"9","2020-05-11","VLA"
"2","2020-05-11","VLA"
"15","2020-05-11","VLA"
"35","2020-05-11","VLA"
"8","2020-05-11","VLA"
"10","2020-05-11","VLA"
"15","2020-05-11","VLA"
"20","2020-05-11","VLA"
"20","2020-05-11","VLA"
"3","2020-05-11","BRU"
"5","2020-05-11","VLA"
"45","2020-05-11","VLA"
"15","2020-05-11","WAL"
"40","2020-05-11","VLA"
"15","2020-05-11","VLA"
"25","2020-05-11","VLA"
"20","2020-05-11","VLA"
"10","2020-05-11","VLA"
"3","2020-05-11","VLA"
"15","2020-05-11","VLA"
"20","2020-05-11","VLA"
"5","2020-05-11","VLA"
"15","2020-05-11","VLA"
"15","2020-05-11","VLA"
"20","2020-05-11","VLA"
"15","2020-05-11","VLA"
"5","2020-05-11","VLA"
"14","2020-05-11","VLA"
"10","2020-05-11","VLA"
"30","2020-05-11","VLA"
"15","2020-05-11","VLA"
"3","2020-05-11","VLA"
"10","2020-05-11","VLA"
"10","2020-05-11","VLA"
"15","2020-05-11","VLA"
"18","2020-05-11","VLA"
"30","2020-05-11","VLA"
"15","2020-05-12","VLA"
"9","2020-05-12","VLA"
"10","2020-05-12","BRU"
"5","2020-05-12","WAL"
"25","2020-05-12","BRU"
"22","2020-05-12","VLA"
"19","2020-05-12","VLA"
"6","2020-05-12","WAL"
"7","2020-05-12","VLA"
"30","2020-05-12","VLA"
"25","2020-05-12","VLA"
"20","2020-05-13","VLA"
"10","2020-05-13","VLA"
"8","2020-05-13","VLA"
"25","2020-05-13","VLA"
"9","2020-05-13","VLA"
"10","2020-05-13","VLA"
"5","2020-05-13","BRU"
"8","2020-05-13","BRU"
"10","2020-05-13","VLA"
"15","2020-05-13","WAL"
"15","2020-05-13","WAL"
"30","2020-05-13","VLA"
"15","2020-05-13","VLA"
"6","2020-05-13","VLA"
"6","2020-05-13","VLA"
"5","2020-05-13","VLA"
"0","2020-05-13","VLA"
"3","2020-05-13","VLA"
"8","2020-05-13","VLA"
"4","2020-05-14","VLA"
"25","2020-05-14","VLA"
"6","2020-05-14","WAL"
"25","2020-05-14","VLA"
"10","2020-05-14","VLA"
"10","2020-05-14","WAL"
"4","2020-05-14","VLA"
"15","2020-05-14","VLA"
"5","2020-05-14","VLA"
"15","2020-05-18","VLA"
"15","2020-05-18","VLA"
"5","2020-05-18","BRU"
"0","2020-05-18","VLA"
"15","2020-05-18","VLA"
"15","2020-05-18","VLA"
"5","2020-05-18","VLA"
"30","2020-05-18","VLA"
"6","2020-05-18","VLA"
"15","2020-05-18","VLA"
"5","2020-05-18","VLA"
"15","2020-05-18","VLA"
"10","2020-05-18","VLA"
"1","2020-05-18","VLA"
"1","2020-05-18","VLA"
"10","2020-05-18","VLA"
"9","2020-05-18","VLA"
"20","2020-05-18","WAL"
"10","2020-05-18","VLA"
"12","2020-05-18","VLA"
"15","2020-05-18","VLA"
"10","2020-05-18","VLA"
"10","2020-05-18","VLA"
"20","2020-05-18","VLA"
"15","2020-05-18","VLA"
"5","2020-05-19","VLA"
"4","2020-05-19","VLA"
"15","2020-05-19","VLA"
"10","2020-05-19","VLA"
"6","2020-05-19","VLA"
"10","2020-05-19","VLA"
"4","2020-05-20","VLA"
"20","2020-05-20","VLA"
"15","2020-05-20","VLA"
"20","2020-05-20","VLA"
"5","2020-05-20","VLA"
"15","2020-05-20","VLA"
"30","2020-05-20","VLA"
"10","2020-05-20","VLA"
"15","2020-05-20","VLA"
"12","2020-05-21","VLA"
"5","2020-05-21","VLA"
"22","2020-05-22","VLA"
"10","2020-05-22","WAL"
"3","2020-05-22","VLA"
"20","2020-05-25","VLA"
